#,Àlies,Org.,Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
,,0000,32501,Expedició de documents,72654.28,0,72654.28,44336.76
,,0000,33001,"Taxa d'estacionament de vehicles,  mobilitat reduïda",4066.04,0,4066.04,7284.1
,,0000,33101,Guals i reserves estacionament,541584.5,0,541584.5,595243.1
,,0000,33205,Companyies Aigua Llum Gas Tel.,880877.13,0,880877.13,1052919.99
,,0000,33501,Taules i cadires,109276.97,0,109276.97,163910.13
,,0000,33903,Ocupació de la via pública,389731.47,0,389731.47,413275.33
,,0000,39190,Multes dels serveis,53991.37,0,53991.37,169807.88
,,0000,39922,Premi cobrança recàrrec provincial IAE,4864.69,0,4864.69,4442.23
,,0000,42010,Fons complementari de finançament,40222530.36,0,40222530.36,38178210.36
,,0000,42020,Compensació IAE,1591825.32,0,1591825.32,1597627.56
,,0000,45000,Fons Municipal de la Generalitat,440000,0,440000,324492.2
,,0000,46102,Diputació de Barcelona. Xarxa Governs Locals,1450000,0,1450000,1450000
,,1000,45002,Tran Ctes en compliment conv serv soc i polit d'igual,0,144432.97,144432.97,26298.51
,,1000,45021,GENERALITAT DE CATALUNYA.LLEI DE BARRIS,0,0,0,0
,,1000,49100,Mº Economia y Hacienda URBAN,0,317259.99,317259.99,0
,,1000,55004,Concessions administratives,0,0,0,0
,,1000,75002,TRANS CAP EN COMPLIMENT DE CONV SERV SOC I POLÍT DE IGUALD,0,1017706.79,1017706.79,0
,,1000,75004,Generalitat de  Catalunya. Llei de Barris,0,0,0,0
,,1000,75080,Altres transferències de capital de l'Admó. Gral. de la CA,0,982293.21,982293.21,0
,,1000,79100,TRANSF. DE L'EXTERIOR. FONS FEDER,0,235869.21,235869.21,1667171.2
,,1100,45080,"Altres subv.corrents de la Adm.General Generalitat Catalun,,",0,59757.79,59757.79,0
,,1100,49100,Mº Economia y Hacienda URBAN,0,59757.79,59757.79,0
,,1300,39903,"Imprevistos,,",0,0,0,17769.93
,,1300,42090,"Altres transferències corrents de l'Admn.General de l'Estat,",0,0,0,0.01
,,1300,45050,Generalitat de Catalunya. Convenis ocupació i desenv local,0,3088654.38,3088654.38,2709822.29
,,1300,46119,Subvencions Diputació de Barcelona. Oficina Tècnica Laboral,0,61303.2,61303.2,40348.21
,,1300,46124,Diputació.Recull d'activitats suport activitat empresarial,0,147606.03,147606.03,4755
,,1300,46149,DIBA - Xarxa de Governs Locals 2012-15 Plans Locals Ocupació,0,453211.56,453211.56,226605.78
,,1300,46199,Diputació Barcelona. Subvencions,0,78890.55,78890.55,78890.55
,,1300,46400,Subvencions Àrea Metropolitana de Barcelona,0,1597968.8,1597968.8,924622.13
,,1300,48000,Fundació INFORM. Programa SEFED,0,115647.08,115647.08,105000
,,1300,45002,Generalitat Pla desenvolupament econòmic local,150000,0,150000,0
,,2000,46114,Diputació de Barcelona Activitats educatives complementàries,0,28033,28033,28033
,,2000,46149,Diputació Barcelona - Xarxa de Governs Locals 2012-15,0,0,0,10527
,,2000,46199,Diputació Barcelona. Subvencions,0,13976,13976,2360
,,2000,39901,Despeses de publicitat Anuncis licitacions direc econòmica,3426.31,0,3426.31,8947.62
,,2000,42000,Participació en els tributs de l'Estat,2928012.12,0,2928012.12,4501602.68
,,2100,91301,"Préstecs rebuts mig i llarg termini fora sector públic,,",0,0,0,0
,,2100,39910,Gestió tribut de la mobilitat,40000,0,40000,84511.54
,,2100,52000,Rendiments bancaris,125000,0,125000,4831.63
,,2200,39210,Recarrec executiu,0,0,0,-997.86
,,2200,39900,Costes del servei de recaptació,0,0,0,2506.62
,,2200,39200,Recàrrec per declaració extemporànea sense requerim.previ,23731.78,0,23731.78,58229.84
,,2200,39211,Recàrrec de constrenyiment,700000,0,700000,675707.59
,,2200,39300,Interessos de demora,235931.64,0,235931.64,426589.83
,,2200,39917,Interessos recàrrec extemporani,5136.59,0,5136.59,2721.83
,,2300,39903,Imprevistos gestió recursos humans,0,224361.38,224361.38,250662.63
,,2400,54100,"Lloguers,",0,0,0,0
,,2400,61002,VENDA PISOS PONS I PONS/SARDANA,0,0,0,3914.19
,,2400,51801,Interessos bestretes del personal,4211.65,0,4211.65,9825.81
,,2400,83000,Reintegre crèdits al personal,180000,0,180000,122819.4
,,2600,45002,Subvencio Generalitat. Noves Tecnologies,0,0,0,0
,,2600,45050,Generalitat de Catalunya. Convenis ocupació i desenv local,0,44449.09,44449.09,0
,,2600,45080,"Altres subv.corrents de la Adm.General Generalitat Catalu,,,",0,0,0,0
,,2700,42090,"Altres transferències corrents de l'Admn.General de l'Esta,,",0,0,0,20473.47
,,2700,42095,Processos electorals,0,0,0,1192.76
,,2900,39915,"Execució de fiances,",0,0,0,0
,,2900,51802,Interessos préstecs pisos Pons i Pons-Sardana,0,0,0,2356.84
,,2900,51803,Interessos préstecs pisos AV. Sanatori,0,0,0,3417.62
,,2900,55002,"Concessions Administratives,,,,",0,0,0,302.6
,,2900,61900,Venda pisos Av Sanatori,0,0,0,5429.13
,,2900,61901,Venda pisos Pons i Pons-Sardana,0,0,0,6156.41
,,2900,39902,Gestió Recapt. Lloguer pisos Cr Pons i Pons i Av Sanatori,1616,0,1616,2009.55
,,2900,39924,Indemnitzacions patrimonials compres i gestió patrimonial,57893.1,0,57893.1,20690.84
,,2900,54100,"Lloguers,,",91286.12,0,91286.12,100640.88
,,2900,54102,Lloguer de pisos av Sanatori,20988.39,0,20988.39,28734.6
,,2900,54103,Lloguers dels pisos del cr Pons i Pons -Sardana,9203,0,9203,9445.03
,,3100,32600,Arrossegament de vehicles,1000000,0,1000000,696276.74
,,3100,32907,Circulacions Especials,4960.76,0,4960.76,2310.41
,,3100,36000,"Venda d'efectes inútils,",10784.64,0,10784.64,7207.11
,,3100,39120,Multes per infraccions de l'ordenança de circulació,865227.51,12387.82,877615.33,1216724.84
,,3100,39190,Altres multes i sancions-seguretat ciutadana,19400,0,19400,0
,,3426,46300,Mancomunitat. Transport de disminuïts,0,0,0,0
,,4000,32501,Expedició de documents-mediació i convivència,9436.09,0,9436.09,16110.44
,,4000,45002,Generalitat DBSF. Contracte programa Pla per la convivència,56775,11776.94,68551.94,67402.5
,,4000,46139,Diputació Barcelona. Polítiques d'igualtat i ciutadania,18000,0,18000,18000
,,4000,46180,Diputació Barcelona.Polítiques de migració i ciutadania,50000,46589.84,96589.84,36000
,,5000,39911,Altres ingressos Consorci de Normalització lingüística,0,0,0,32178
,,5000,46700,Consorci de Normalització Lingüística. Liquidació aportació,0,6780.7,6780.7,6780.7
,,5000,39901,Despeses de publicitat: Anuncis Licitacions serveis persona,2485.76,0,2485.76,0
,,5022,46500,Consell comarcal del Barcelonès,0,3387.06,3387.06,0
,,5022,45060,Generalitat DBSF. Contracte programa Transport adaptat,66762.55,0,66762.55,52139.09
,,5022,46300,Mancomunitat. Transport de disminuïts,241100,6550,247650,488750
,,5023,45002,Tran Ctes en compliment conv serv soc i polit d'igual,0,0,0,11285.33
,,5023,46199,Diputació Barcelona. Subvencions,0,326324.66,326324.66,491324.66
,,5024,38901,"Reintegraments pressupostos tancats,,",0,0,0,0
,,5024,39908,"Altres ingressos,",0,0,0,84.76
,,5024,34100,Ingressos serveis de teleassistència,39766.52,0,39766.52,80559.89
,,5024,45002,Generalitat DBSF. Contracte programa SAD,1273648.71,0,1273648.71,745430.47
,,5024,46132,Diputació de Barcelona. Servei atenció domiciliària,112000,196556.2,308556.2,540556.2
,,5033,32910,Altres taxes realització d'activitats de competència local,0,0,0,218.58
,,5110,75099,Generalitat de Catalunya,0,0,0,0
,,5120,46121,"Diputació Barcelona.Pla sensibilització per la solidaritat,",0,0,0,17566.44
,,5120,46199,Diputació Barcelona. Subvencions,0,12000,12000,0
,,5140,75080,Altres transferències de capital de l'Admó. Gral. de la CA,0,0,0,132547.48
,,5140,76301,"Mancomunitat de Municipis. Operacions Vertebradores,",0,0,0,0
,,5140,76303,Mancomunitat de Municipis (CAME),0,0,0,0
,,5200,34400,Utilització equipmanets culturals,0,0,0,1388
,,5200,45050,Generalitat de Catalunya. Convenis ocupació i desenv local,0,27045.55,27045.55,27045.55
,,5202,46108,Subvencions Diputació de Barcelona. Conveni Salut Pública,10000,8444,18444,15044
,,5203,34101,Serveis Assistencials,2531.16,0,2531.16,3332.16
,,5203,46108,Subvencions Diputació de Barcelona. Conveni Salut Pública,4500,13000,17500,9407
,,5205,32501,Expedició de documents - Inspecció salut pública,0,0,0,44
,,5205,39190,Altres Multes i sancions-programa protecció salut,15568.88,0,15568.88,6700
,,5205,46108,Subvencions Diputació de Barcelona. Conveni Salut Pública,7500,18625,26125,21551
,,5209,42090,"Altres transferències corrents de l'Admn.General de l'Est,,,",0,34939,34939,34939
,,5209,45060,Generalitat DBSF. Contracte programa Programa drogodependènc,98977.4,0,98977.4,94028.53
,,5209,46145,Diputació Barcelona. Drogodepèndencia medi obert,20000,0,20000,11741.8
,,5210,33902,"Festa major d'estiu ocupació via pública,",24000,0,24000,0
,,5210,39919,Altres ingressos diversos PATROCINIS,0,27500,27500,27500
,,5210,46107,Subvencions DIBA. Festivals artístics i programació cultural,0,8600,8600,8600
,,5210,46115,Diputació de Barcelona Difusió artística,0,4800,4800,4800
,,5210,46199,Diputació Barcelona. Subvencions,0,0,0,4200
,,5210,47002,"Esponsorització activitats culturasl GRUP CACAOLAT, SL",0,8264.46,8264.46,8264.46
,,5210,48003,Subvenció Fira d'entitats Festa Major,0,0,0,4200
,,5311,45002,Generalitat DBSF. Contracte programa Polítiques d'igualtat,46000,0,46000,43700
,,5311,46101,Diputació de Barcelona. Polítiques d'igualtat,15000,0,15000,15000
,,5312,46104,DIPUTACIÓ. AGENT D'IGUALTAT.,0,0,0,0
,,5312,46106,Diputació de Barcelona. Polítiques d'igualtat,9000,0,9000,9000
,,5320,42090,"Altres transferències corrents de l'Admn.General de l'Es,,,,",0,0,0,0
,,5320,46121,"Diputació Barcelona.Pla sensibilització per la solidaritat,,",0,0,0,433.56
,,5410,33902,FESTA MAJOR D'ESTIU OCUPACIÓ VIA PÚBLICA,0,0,0,24000
,,5410,39915,"Execució de fiances,,",0,0,0,0
,,5411,45080,"Altres subv.corrents de la Adm.General Generalitat Catal,,,,",0,25000,25000,0
,,5411,34403,Utilització teatre Josep Maria Sagarra,46171.06,0,46171.06,49491.54
,,5411,46107,Diputació. Festivals artístics i programació cultural,23500,0,23500,38939.58
,,5412,46107,Subvencions Diputació de Barcelona,0,0,0,0
,,5412,34401,Utilització auditori Can Roig i Torres,2384.88,2936.34,5321.22,6575.62
,,5413,46107,Subvencions DIBA. Festivals artístics i programació cultural,0,850,850,850
,,5414,45080,"Altres subv.corrents de la Adm.General Generalitat Cata,,,,,",0,1363.65,1363.65,1363.65
,,5414,46107,Subvencions DIBA. Festivals artístics i programació cultural,0,1450,1450,1450
,,5414,34414,Ingressos museu Torre Balldovina,94.26,0,94.26,232.6
,,5414,46144,Diputació Barcelona. Difusió patrimoni cultural. Museu,5500,0,5500,10100
,,5415,46107,Subvencions DIBA. Festivals artístics i programació cultural,0,1600,1600,1600
,,5417,45080,"Altres subv.corrents de la Adm.General Generalitat Cat,,,,,,",0,8500,8500,8500
,,5417,46111,Diputació. Punts informació juvenil,3500,0,3500,3500
,,5417,46112,Diputació de Barcelona. Àrea cultura. Conveni joventut,17600,0,17600,5000
,,5500,38901,"Reintegraments pressupostos tancats,,,",0,0,0,2252.33
,,5500,39903,Altres ingressos - Recuperació ajudes socials,0,0,0,3503.62
,,5500,45080,"Altres subv.corrents de la Adm.General Generalitat Ca,,,,,,,",0,24992.5,24992.5,0
,,5500,46199,Diputació Barcelona. Subvencions,0,11500,11500,21500
,,5500,45002,Generalitat DBSF. Contracte programa Atenció infància i famí,1393053.43,18631,1411684.43,1373978.17
,,5500,46146,"Diputació de Barcelona. Infància i família, medi obert",22000,0,22000,0
,,5500,46147,Diputació de Barcelona. Conveni atenció primària,100000,0,100000,0
,,5514,45002,Generalitat DBSF. Contracte programa PLIS,0,0,0,9500
,,5514,45050,Generalitat DBSF. Contracte programa Plans d'inclusió social,80697.52,0,80697.52,76662.64
,,6110,45030,Generalitat de Catalunya. Oficina Municipal Escolarització,25500,0,25500,0
,,6120,45080,"Altres subv.corrents de la Adm.General Generalitat C,,,,,,,,",0,5400,5400,0
,,6120,46155,DIBA. Coneguem els nostres parcs,0,988.88,988.88,988.88
,,6120,46199,Diputació Barcelona. Subvencions,0,8000,8000,0
,,6120,46114,Diputació de Barcelona. Activitats educatives complementàrie,40000,0,40000,35657
,,6130,39908,"Altres ingressos,,",0,0,0,47137.96
,,6130,46133,Diputació de Barcelona. Subvenció dèficit Escoles Bressol,0,227461.86,227461.86,246373.86
,,6130,46152,DIPUTACIÓ DE BARCELONA. SUFICIENCIA ALIMENTARIA 0-3,0,0,0,1003.5
,,6130,45030,Generalitat de Catalunya. Suport centres educació infantil,502250,0,502250,0
,,6210,46100,"Subvencions Diputació de Barcelona,",0,0,0,3865.81
,,6212,55002,"Concessions administratives,",0,0,0,9334.01
,,7000,45080,"Altres subv.corrents de la Adm.General Generalitat ,,,,,,,,,",0,0,0,34530.6
,,7000,75080,Altres transferències de capital de l'Admó. Gral. de la CA,0,178975.37,178975.37,29690.75
,,7000,39901,Despeses de publicitat: Anuncis Licitacions urbanisme,806.19,0,806.19,0
,,7110,45080,"Altres subv.corrents de la Adm.General Generalitat,,,,,,,,,,",0,0,0,0
,,7120,39190,Altres Multes i sancions-medi ambient i higiene,33501.22,0,33501.22,46105
,,7120,46108,Subvencions Diputació de Barcelona. Conveni Salut Pública,4050,10732.5,14782.5,0
,,7140,46199,Diputació Barcelona. Subvencions,0,1689,1689,1689
,,7140,46703,Consorci del parc Serralada de Marina. Conveni  manteniment,65000,0,65000,0
,,7150,46400,Subvencions Àrea Metropolitana de Barcelona,0,0,0,2404.06
,,7150,39905,Energia fotovoltaica - plantes fotovoltàiques,50976.36,0,50976.36,15956.87
,,7200,45050,Generalitat de Catalunya. Convenis ocupació i desenv local,0,27045.55,27045.55,27045.55
,,7200,46100,"Subvencions Diputació de Barcelona,,",0,0,0,0
,,7200,46199,Diputació Barcelona. Subvencions,0,27840,27840,10638
,,7200,49700,Altres transferències de la Unió Europea,0,47859,47859,70415
,,7200,39190,"Altres Multes i sancions-comerç, consum i fires",30520.17,0,30520.17,14790.6
,,7210,46129,Diputació de Barcelona.Activitats en matèria de consum,1400,0,1400,0
,,7300,39190,Multes d'habitatges,0,0,0,62500
,,7300,45060,Altres trans.ctes.en compli.de conv.subscrit amb C.Autonoma,0,106838,106838,106838
,,7300,46100,"Subvencions Diputació de Barcelona,,,",0,20000,20000,24000
,,7300,76400,"Subvencions Àrea Metropolitana de Barcelona.,",0,82143.43,82143.43,1472186.37
,,7300,76301,"Mancomunitat de Municipis. Operacions Vertebradores,,",1287758.08,0,1287758.08,0
,,7400,39908,"Altres ingressos,,,",0,0,0,2424.54
,,7400,39915,Execució fiança EDISAN,0,0,0,199428.59
,,7400,75080,Altres transferències de capital de l'Admó. Gral. de la CA,0,2425619.05,2425619.05,456716
,,7400,76103,"Diputació de Barcelona. Enllumenat públic,",0,0,0,40720.62
,,7400,76118,Diputació de Barcelona. Pla de concertació 2008-2011,0,0,0,0
,,7400,76199,"Subvencions Diputació de Barcelona,",0,115000,115000,90472.3
,,7400,76301,"Mancomunitat de Municipis. Operacions Vertebradores,,,",0,0,0,0
,,7400,76302,Mancomunitat de Municipis CAME,0,0,0,368369.81
,,7400,76400,"Subvencions Àrea Metropolitana de Barcelona.,,",0,0,0,0
,,7400,79103,Fons Europeus Desenvolupament Regional (FEDER),0,0,0,0
,,7400,91301,"Préstecs rebuts mig i llarg termini fora sector públic,,,",0,0,0,0
,,7500,55002,"Concessions administratives,,",0,0,0,81068.65
,,7500,55004,Concessions administratives,0,1266629.78,1266629.78,497806.49
,,7500,75080,Altres transferències de capital de l'Admó. Gral. de la CA,0,709212,709212,0
,,7500,76101,Diputació de Barcelona. Mobiliari Urbà,0,3022836.66,3022836.66,1575644.04
,,7500,76103,"Diputació de Barcelona. Enllumenat públic,,",0,500.62,500.62,8643.22
,,7500,76199,"Subvencions Diputació de Barcelona,,",0,0,0,76485.8
,,7500,76302,Àrea Metropolitana de Barcelona ( CAME),0,112201.1,112201.1,0
,,7500,76400,"Subvencions Àrea Metropolitana de Barcelona.,,,",0,5265645.35,5265645.35,2755097.76
,,7500,79100,Transf.de l'exterior. Fons Feder,0,164039.28,164039.28,0
,,7600,47005,SUBVENCIONS D'ENTITATS PRIVADES,0,0,0,1000
,,7600,47010,"Funerària Santa Coloma, SA Conveni campanyes sensibilització",0,18000,18000,18000
,,7600,55002,Concessions administratives Serveis Urbans i Manteniment,0,0,0,21990.58
,,7610,47010,Funeraria Sta. Coloma SA. Campanya de sensibilització,0,0,0,0
,,7620,46100,Diputació BCN. Recollida Residus,1250000,0,1250000,1250000
,,7620,76120,DIBA. Contenedors per la recollida selectiva,0,400000,400000,399845.71
,,7620,34901,Escombraries Industrials,1194717.82,0,1194717.82,1184671.39
,,7650,36000,"Venda d'efectes inútils,,",0,0,0,0
,,7650,61902,Alienació d'altres inversions real,0,0,0,25500
,,7650,36001,Venda de paper i cartró,117352.31,0,117352.31,79281.44
,,7650,46603,Entitat Metropolitana Medi Ambient. Recollida selectiva,298754.81,0,298754.81,433258.75
,,7660,46199,Diputació Barcelona. Subvencions,0,2000,2000,0
,,7660,32902,Mercats,435047.61,0,435047.61,464360.03
,,7660,55002,Concessions Administratives. Mercats municipals,14003.01,0,14003.01,4236.21
,,7660,55006,Lloguer parades mercats,9505.24,0,9505.24,7884.84
,,7670,55001,Concessió Administrativa. Cementiri municipal,35700,0,35700,17105.64
,,7700,39907,Altres ingressos diversos Instal·lacions radiocomunicació,0,0,0,96000
,,7700,32502,Llicències d'Obertura sobre Activitats Econòmiques,210482.86,0,210482.86,264013.78
,,7700,32503,Llicències d'obres,155701.05,0,155701.05,148882.39
,,7700,33103,Plaques de guals,709.97,0,709.97,435.45
,,7700,39190,Altres Multes i sancions-disciplina urbanística,46317.73,0,46317.73,12680.41
,,7700,39904,Desperfectes i obres execuc. subsid disciplina urbanistica,41934.96,0,41934.96,41111.15
,,7800,39904,Desperfectes i obres execuc. subsid gestió general mantenime,1384.39,0,1384.39,0
,,7800,39906,Conexió Clavegueram,921.16,0,921.16,132.49
,,7810,76103,"Diputació de Barcelona. Enllumenat públic,,,",0,0,0,17568.52
,,7810,76111,Diputació de Barcelona. Millora de carrers.,0,0,0,0
,,7810,76119,Diputació. Servei d'Esports.,0,0,0,0
,,7810,76199,"Subvencions Diputació de Barcelona,,,",0,0,0,110576.94
,,7810,76400,"Subvencions Àrea Metropolitana de Barcelona.,,,,",0,0,0,0
,,7820,76199,"Subvencions Diputació de Barcelona,,,,",0,0,0,70000
,,7830,76103,"Diputació de Barcelona. Enllumenat públic,,,,",0,371304.59,371304.59,368067.64
,,7830,76199,"Subvencions Diputació de Barcelona,,,,,",0,0,0,127609.82
,,7910,39908,"Altres ingressos,,,,",0,0,0,16793.05
,,8110,39912,Costos Processals,0,0,0,1150
,,8110,39904,Desperfectes i obres execuc. subsidiària serveis jurídics,18745.93,0,18745.93,9861.89
,,8110,39924,Indemnitzacions patrimonials serveis jurídics,15409.3,0,15409.3,10302.88
#TOT.,,,,,93559960.53,39461774.6,133021735.13,116727924.81
