#,Àlies,Org.,Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
,,5514,45050,Generalitat. Fitxa 8. Plans d'inclusió social,80697.52,0,,4034.88
,,5600,32501,Expedició de documents-mediació i convivència,10302,0,,0
,,5600,45002,Generalitat-Fitxa 7 Acollida i integració,77000,0,,12871.75
,,5600,46139,Diputació BCN.Polítiques d'igualtat i ciutadania,18000,4000,,15561.87
,,5600,46180,Diputació BCN.Polítiques de migració i ciutadania,50000,21250,,72000
,,5700,45002,Tran Ctes en compliment conv serv soc i polit d'igual,0,0,,130
,,5800,55002,CONCESSIONS ADMINISTRATIVES CENTRES CIVICS,0,0,,5675.6
,,5900,34301,Serveis esportius,244085.48,0,,127386.85
,,5900,34303,Preus públics gimnàstica gent gran,11698.44,0,,12716.6
,,5900,46100,Subvencions Diputació de Barcelona Esports,12300,0,,13584
,,5900,55001,"Cànon complex Can Zam, Torribera i Raval",125000,0,,140263.37
,,5900,76100,Subvenció Diputació de Barcelona. Equipaments Oliveres,0,0,,6000
,,6120,45080,Generalitat. Pla educatiu entorn,18000,0,,33600
,,6120,46100,Subvencions Diputació de Barcelona,0,3449.2,,3310.95
,,6120,46114,Diputació de Barcelona Activitats educatives complementàries,40000,0,,0
,,6130,46115,Diputació BCN: Finançament de Llars d'Infants,350000,268574.28,,767694.89
,,6130,46133,diputacio de barcelona. suport finançament escoles bressol,0,0,,0
,,7000,39901,Despeses publicitat: anuncis licitació-direcció urbanisme,1000,0,,0
,,7000,45080,Generalitat. Foment de la prestació supramunicipal de servei,25000,0,,210895.87
,,7000,75080,Altres transferències de capital de l'Admó. Gral. de la CA,0,54000,,0
,,7110,46108,Subvencions Diputació de Barcelona. Conveni Salut Pública,0,9504.78,,0
,,7110,46199,Diputació Barcelona. Subvencions,0,0,,11997
,,7120,39190,Altres multes i sancions-medi ambient i higiene,40000,0,,79764
,,7120,46108,Diputació BCN. Conveni Salut Pública,14000,0,,14000
,,7120,46199,Diputació Barcelona. Subvencions,0,0,,3910.37
,,7130,46199,Diputació Barcelona. Subvencions,0,1000,,0
,,7140,46198,"De Diputacions, Consells o cabildos",0,13096,,0
,,7140,46199,Diputació Barcelona. Subvencions,0,0,,1327
,,7150,39905,Energia fotovoltaica - plantes fotovoltàiques,45000,0,,23578.87
,,7150,46400,Subvencions Àrea Metropolitana de Barcelona,0,0,,0
,,7200,46100,Subvencions Diputació de Barcelona,0,0,,0
,,7200,49700,Altres transferències de la Unió Europea,0,4246,,17449
,,7300,39190,Altres multes i sancions,0,0,,10500
,,7300,39610,Quotes d'urbanització,0,6168599.38,,6014386.91
,,7300,45060,Altres trans.ctes.en compli.de conv.subscrit amb C.Autonoma,0,78190,,78190
,,7300,46199,Diputació Barcelona. Subvencions,0,18000,,0
,,7300,68001,Reintegrament pressupost tancat (Despeses Capital),0,0,,0
,,7300,76400,Àrea Metropolitana de Barcelona.Programa PAMMU,1329116.32,1308792.74,,439918.47
,,7400,39610,Quotes d'urbanització,0,835807.41,,274138.59
,,7400,46149,Diputació Barcelona - Xarxa de Governs Locals 2012-15,0,0,,0
,,7400,46400,Subvencions Àrea Metropolitana de Barcelona,0,0,,0
,,7400,75080,Altres transferències de capital de l'Admó. Gral. de la CA,0,0,,636403.37
,,7400,76100,Diputació de Barcelona. Subvencions de capital,0,0,,0
,,7400,76199,Subvencions Diputació de Barcelona,0,19180.62,,23363.65
,,7400,76400,Subvencions Àrea Metropolitana de Barcelona.,0,421241.32,,0
,,7400,91301,Préstecs rebuts mig i llarg termini fora sector públic,0,17618.82,,0
,,7400,91303,Préstecs entitat financera Caixa Est. Catalunya,0,0,,0
,,7500,45002,Tran Ctes en compliment conv serv soc i polit d'igual,0,0,,0
,,7500,55004,Concessions administratives,0,0,,19497.86
,,7500,75080,Altres transferències de capital de l'Admó. Gral. de la CA,0,0,,0
,,7500,76100,Diputació de Barcelona. Subvencions de capital,0,2524775.2,,23135.2
,,7500,76101,Diputació de Barcelona. Mobiliari Urbà,0,0,,0
,,7500,76121,DIBA. Tancament Molí d'En Ribé,0,289000,,0
,,7500,76122,DIBA. Reforestació Can Zam,0,72249.96,,711000
,,7500,76400,Subvencions Àrea Metropolitana de Barcelona.,0,6169142.58,,585163.95
,,7500,79100,Tansf. de l'exterior. Fons Feder,0,0,,0
,,7500,91301,Préstecs rebuts mig i llarg termini fora sector públic,0,4221861.67,,160853.5
,,7500,91303,Préstecs entitat financera Caixa Est. Catalunya,0,0,,0
,,7600,55002,CONCESSIONS ADMINISTRATIVES,0,0,,116398.75
,,7610,34901,Escombraries industrials,1236240,0,,1080614.29
,,7610,36001,"Venda de paper i cartró, envasos i vidre",342200,0,,424153.84
,,7610,46149,Diputació Barcelona - Xarxa de Governs Locals 2012-15,0,0,,0
,,7610,47010,Conveni col·laboració Funerària Santa Coloma SA,20000,0,,0
,,7610,91301,Préstecs rebuts mig i llarg termini fora sector públic,0,0,,0
,,7660,32902,Mercats,473590,0,,517982.94
,,7660,46199,Diputació Barcelona. Subvencions,0,2573.27,,1800
,,7660,55002,Concessions administratives- mercats municipals,8000,0,,0
,,7660,55006,Lloguers parades mercats,9000,0,,5390.52
,,7670,55001,Concessió administrativa cementiri municipal,35700,0,,17311.25
,,7700,32502,Llicències d'obertura,255000,0,,221053.1
,,7700,32503,Llicències d'obres,164832,0,,146895.5
,,7700,33103,Plaques de guals,515.1,0,,897
,,7700,39190,Altres multes i sancions-disciplina urbanística,25000,0,,34453.66
,,7700,39904,Desperfectes i obres exec.subs.-disciplina urbanística,39200,0,,4670.93
,,7700,39907,Instal·lacions de radiocomunicació,32000,0,,64000
,,7810,39904,Desperfectes i obres exec. subs-guals,12000,0,,4109.04
,,7810,46125,Diputació BCN. Meses concertació 16-19 Manteniment via públi,700000,0,,0
,,7810,46149,Diputació Barcelona - Xarxa de Governs Locals 2012-15,0,0,,0
,,7810,76123,DIBA. Campanya asfaltat en diversos carrers,0,0,,0
,,7810,91301,Préstecs rebuts mig i llarg termini fora sector públic,0,0,,0
,,7820,76100,Diputació de Barcelona. Subvencions de capital,0,0,,0
,,7830,76103,Diputació de Barcelona. Enllumenat públic,0,0,,-38780.63
,,7830,76149,Diputació de Barcelona Pla Xarxa de Governs Locals,0,53496.65,,0
,,7850,46125,Diputació BCN. Meses concertació 16-19 Manteniment parcs,400000,0,,0
,,7850,46149,Diputació Barcelona - Xarxa de Governs Locals 2012-15,0,100000,,0
,,7850,76125,Diputació BCN Meses concertació 16-19 Jocs infantils,250000,0,,0
,,7850,91301,Préstecs rebuts mig i llarg termini fora sector públic,0,0,,0
,,7851,39906,CONEXIÓ CLAVEGUERAM,0,0,,2216.91
,,7851,91301,Préstecs rebuts mig i llarg termini fora sector públic,0,0,,0
,,7900,45005,Generalitat de Catalunya- PUOSC 2016-2017,0,0,,0
,,7900,45080,Altres subv.corrents de la Adm.General Generalitat Catalunya,0,64989.6,,97797.62
,,7900,46125,Diputació BCN. Meses concertació 16-19 Mant. edificis,500000,0,,0
,,7900,46199,Diputació Barcelona. Subvencions,0,0,,0
,,7900,76100,Diputació de Barcelona subvencions de capital,0,246554.16,,246554.16
,,7900,76125,Diputació BCN Meses concertació 16-19 Molí Ribé Poblat Ibèri,500000,0,,0
,,7910,39903,Recuperació Consums,0,0,,2121.7
,,7910,39908,Recuperació consums edificis municipals,0,0,,3231.1
,,8110,39904,Desperfectes i obres exec. subs-serveis jurídics,18000,0,,86.81
,,8110,39912,Costes processals,0,0,,28.14
,,8110,39924,Indemnitzacions patrimonials-serveis jurídics,10000,0,,8249.12
,,8400,39910,Gestió tribut de la mobilitat,85000,0,,89280.66
,,8400,51401,Interessos d'operacions financeres amb Gramepark SA,100000,0,,468.7
,,8400,51402,Interessos d'operacions financeres amb Grameimpuls SA,100000,0,,2405.66
,,8400,52000,Rendiments bancaris,10000,0,,8826.58
,,8400,52001,Rendiments bancaris moneda local,0,0,,0.97
,,8400,76112,Diputació de Barcelona. Programa de crèdit Local,0,160853.5,,160853.5
,,8410,39200,Recàrrec per declaració extemporànea sense requerimi.previ,35000,0,,31127.68
,,8410,39211,Recàrrec de constrenyiment,700000,0,,584145.13
,,8410,39300,Interessos de demora,250000,0,,226827.22
,,8410,39900,Costes del servei de recaptació,0,0,,1423.08
,,8410,39917,Interessos recàrrec extemporani,5000,0,,2411.54
#TOT.,,,,,97706612.35,57809571.88,,118614880.46
