#,Àlies,Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
,,1200,91203,2230000,Transports,400,0,400,3.22
,,1200,91203,2260100,Atencions protocolàries,7200,0,7200,7871.37
,,1200,91203,2260900,Actes i exposicions,5000,0,5000,14832.51
,,1200,91203,2269900,Altres despeses,19800,800,20600,9717.2
,,1200,92200,4660100,Transferències a la  Federació municipis,23000,0,23000,23513.49
,,1200,92400,4890300,Transferències entitats,13000,-200,12800,11850.8
,,1210,91203,1620900,Altres despeses socials,0,0,0,1206.74
,,1210,91203,1100000,Retribucions Bàsiques Eventual Gabinets,17280.48,0,17280.48,17316.69
,,1210,91203,1100100,Retribucions Complementàries Eventual Ga,31198.6,0,31198.6,29074.75
,,1210,91203,1200300,Retribució sou base funcionari C1,36368.08,0,36368.08,36368.08
,,1210,91203,1200400,Retribució sou base funcionari C2,12007.56,0,12007.56,12007.56
,,1210,91203,1200600,Triennis,5704.17,0,5704.17,5704.17
,,1210,91203,1210000,Complement Destí  funcionaris,14101.2,0,14101.2,14101.2
,,1210,91203,1210100,Complement específic funcionaris,32673.96,0,32673.96,32673.96
,,1210,91203,1210300,Altres complements funcionaris,9939.36,0,9939.36,9939.36
,,1210,91203,1300000,Retribucions bàsiques personal laboral,135806.2,0,135806.2,137432.39
,,1210,91203,1300200,Altres retribucions personal laboral,17064.24,0,17064.24,15319.72
,,1210,91203,1600000,Seguretat Social,97505.4,0,97505.4,91998.47
,,1300,24100,4490100,Transferències a GrameImpuls,0,8362758.81,8362758.81,3847839.29
,,1300,43200,2269900,Altres despeses,15000,-600,14400,14365.14
,,1500,92400,4890100,Altres transferències,0,0,0,0
,,2000,15000,4490300,"Transferències a Gramepark, SA",1600000,0,1600000,1600000
,,2000,15000,7490000,Transferències de capital,1633176.57,0,1633176.57,1633176.57
,,2000,23116,4490200,Fons Pla d'ocupació,800000,-800000,0,0
,,2000,23119,4890600,Transferències a les famílies,250000,-200000,50000,840
,,2000,23120,4890600,Transferències a les famílies,50000,-10650,39350,4130
,,2000,24100,4490100,"Transferències a Grameimpuls, SA (Llei Barris/ cofinançament",1300000,600000,1900000,1900000
,,2000,32606,4110200,Transferència Patronat Municipal de la Música,355000,65845.86,420845.86,243345.86
,,2000,32609,2279913,"Convenis (UNED, Torribera)",288000,-1400,286600,196938.34
,,2000,34000,4110100,Transferència a l'IME,1850000,82222,1932222,1721138.47
,,2000,92901,5000000,Fons contingència LOEPSF 2/2012,0,0,0,0
,,2000,92901,4900000,Fons contingència LOEPSF 2/2012,500000,-500000,0,0
,,2000,93100,4890100,Altres transferències,0,25386.75,25386.75,25386.75
,,2000,93100,4900000,TRANSFERÈNCIES FONS CONTINGÈNCIA LOEPSF 2/2012,0,0,0,0
,,2000,93100,2200100,"Premsa, revistes i llibres",2000,0,2000,330.72
,,2000,93100,2269900,Altres despeses,23727.72,-19786.75,3940.97,2204.51
,,2000,93100,2270600,Estudis i treballs tècnics,2388.5,0,2388.5,0
,,2000,93101,1100000,Retribucions Bàsiques Eventual Gabinets,15438.48,0,15438.48,15788.49
,,2000,93101,1100100,Retribucions Complementàries Eventual Ga,50691.4,0,50691.4,51043.65
,,2000,93101,1600000,Seguretat Social,13803.84,0,13803.84,13803.84
,,2000,94301,4640100,Transferències a AMB PAMMU,1287758.08,0,1287758.08,1287758.08
,,2000,94301,4640200,Transferències a AMB  PMTE,2947000,93698.82,3040698.82,3040698.82
,,2010,93101,1200000,Retribució sou base funcionari A1,17284.12,0,17284.12,17284.12
,,2010,93101,1200300,Retribució sou base funcionari C1,24619.6,0,24619.6,29017.72
,,2010,93101,1200600,Triennis,5405.07,0,5405.07,4797.03
,,2010,93101,1210000,Complement Destí  funcionaris,15593.04,0,15593.04,14158.64
,,2010,93101,1210100,Complement específic funcionaris,24281.88,0,24281.88,21926.21
,,2010,93101,1600000,Seguretat Social,22428.48,0,22428.48,19934.82
,,2300,93202,1510000,Gratificacions treballs extraordinaris,0,0,0,1736.82
,,2300,93202,1620900,Altres despeses socials,0,0,0,658.22
,,2300,93202,1200000,Retribució sou base funcionari A1,45542.4,0,45542.4,21551.08
,,2300,93202,1200100,Retribució sou base funcionari A2,16086.58,0,16086.58,15416.31
,,2300,93202,1200300,Retribució sou base funcionari C1,122620.93,0,122620.93,121076.85
,,2300,93202,1200400,Retribució sou base funcionari C2,32942.28,0,32942.28,33039.08
,,2300,93202,1200600,Triennis,22614.43,0,22614.43,22554.76
,,2300,93202,1210000,Complement Destí  funcionaris,67122.84,0,67122.84,66766.25
,,2300,93202,1210100,Complement específic funcionaris,146860.56,0,146860.56,146054.61
,,2300,93202,1210300,Altres complements funcionaris,16159.92,0,16159.92,7829.49
,,2300,93202,1300000,Retribucions bàsiques personal laboral,2384.64,0,2384.64,27217.91
,,2300,93202,1300200,Altres retribucions personal laboral,10220.76,0,10220.76,10220.76
,,2300,93202,1600000,Seguretat Social,130863.36,0,130863.36,129762.14
,,2300,93202,2269900,Altres despeses (Registre de la Propietat),4000,0,4000,2896.35
,,2400,23108,1200100,Retribució sou base funcionari A2,366423.25,0,366423.25,355151.48
,,2400,23108,1200600,Triennis,18884.61,0,18884.61,14238.73
,,2400,23108,1210000,Complement destí funcionaris,113699.52,0,113699.52,98564.53
,,2400,23108,1210100,Complement específic funcionaris,211264.32,0,211264.32,184501.2
,,2400,23108,1600000,Seguretat Social,222932.61,10000,232932.61,202175.42
,,2400,92013,1000100,Altres remuneracions càrrecs electes,0,16000,16000,14882.56
,,2400,92013,1100200,Altres remuneracions personal eventual,0,14000,14000,11680.19
,,2400,92013,1200900,Altres retribucions personal funcionari,0,225000,225000,221926.6
,,2400,92013,1430000,Despeses per substitucions,0,0,0,829.94
,,2400,92013,2302001,DEL PERSONAL NO DIRECTIU.,0,5000,5000,11361.28
,,2400,92013,6230000,"MAQUINÀRIA, INSTAL·LACIONS TÈCNIQUES I UTILLATGE",0,1923.9,1923.9,1923.9
,,2400,92013,1100000,Retribucions Bàsiques Eventual Gabinets,13308.6,0,13308.6,11320.6
,,2400,92013,1100100,Retribucions Complementàries Eventual Ga,50691.4,0,50691.4,28288.89
,,2400,92013,1500000,Complement productivitat,400000,67321.05,467321.05,1167607.78
,,2400,92013,1510000,Treballs extraordinaris,180551,-130000,50551,0
,,2400,92013,1600000,Seguretat Social treb Extraord,69304.38,69600,138904.38,177892.09
,,2400,92013,1620000,Formació,50000,0,50000,48345.14
,,2400,92013,1620400,Ajuts socials,16400,0,16400,0
,,2400,92013,1620900,Premis antiguitat,14000,0,14000,0
,,2400,92013,2260300,Anuncis oficials,1700,3000,4700,3430
,,2400,92013,2269900,Altres despeses,2542,0,2542,1936.46
,,2400,92013,2270600,Estudis i treballs tècnics,5000,-1923.9,3076.1,0
,,2400,92013,2301000,Dietes serveis generals,12000,0,12000,11156.94
,,2400,92013,2302000,Xecs menjador,30000,16400,46400,45875.24
,,2400,92013,2311000,Locomoció serveis generals,9000,0,9000,9159.17
,,2400,92013,2330000,Altres indemnitzacions,3000,0,3000,1399.4
,,2400,92013,4890100,Altres transferències,3500,0,3500,2855.43
,,2400,92013,8310000,Préstecs al personal llarg termini,180000,0,180000,107475.24
,,2401,13200,1200400,Retribucions sou base funcionaris C2,12216.96,0,12216.96,0
,,2401,13200,1210000,Complement destí funcionaris,3929.28,0,3929.28,0
,,2401,13200,1210100,Complement específic funcionaris,19101,-15340,3761,0
,,2401,13200,1600000,Seguretat Social,9937.92,0,9937.92,0
,,2401,15001,1200300,Retribucions sou base funcionari C1,11583.16,0,11583.16,0
,,2401,15001,1210000,Complement desti funcionaris,3660.12,0,3660.12,0
,,2401,15001,1210100,Complement específic funcionaris,6529.8,0,6529.8,0
,,2401,15001,1600000,Seguretat Social,6795.36,0,6795.36,0
,,2401,17000,1200000,Retribució sou base funcionari A1,17255.82,0,17255.82,0
,,2401,17000,1200600,Trienis,1023.6,0,1023.6,0
,,2401,17000,1210000,Complement Destí  funcionaris,6118.08,0,6118.08,0
,,2401,17000,1210100,Complement específic funcionaris,8721.48,0,8721.48,0
,,2401,17000,1300000,Retribucions bàsiques personal laboral,67265.24,0,67265.24,0
,,2401,17000,1300200,Altres retribucions personal laboral,31416.72,0,31416.72,0
,,2401,17000,1600000,Seguretat Social,35230.44,0,35230.44,0
,,2401,23105,1300000,Retribucions bàsiques personal laboral,107913.46,-107832.71,80.75,0
,,2401,23105,1300200,Altres retribucions personal laboral,9198.6,0,9198.6,0
,,2401,23105,1600000,Seguretat Social,41080.92,-17558.96,23521.96,0
,,2401,23117,1300000,Retribucions bàsiques personal laboral,31657.22,-31657.22,0,0
,,2401,23117,1300200,Altres retribucions Personal laboral,7247.52,0,7247.52,0
,,2401,23117,1600000,Seguretat Social,13371.12,-13371.12,0,0
,,2401,31102,1300000,Retribucions bàsiques personal laboral,28615.72,-15340,13275.72,0
,,2401,31102,1300200,Altres retribucions personal laboral,1567.68,0,1567.68,0
,,2401,31102,1600000,Seguretat social,9955.44,0,9955.44,0
,,2401,32000,1300000,Retribucions bàsiques personal laboral,27211.9,0,27211.9,0
,,2401,32000,1300200,Altres retribucions personal laboral,1567.68,0,1567.68,0
,,2401,32000,1600000,Seguretat Social,9955.44,0,9955.44,0
,,2401,33210,1200300,Retribucions bàsiques funcionari C1,11784.2,0,11784.2,0
,,2401,33210,1200600,Trienis,315.72,0,315.72,0
,,2401,33210,1210000,Complement destí funcionaris,3660.12,0,3660.12,0
,,2401,33210,1210100,Complement específic funcionaris,7463.28,0,7463.28,0
,,2401,33210,1300000,Retribucions bàsiques personal laboral,20045.74,0,20045.74,0
,,2401,33210,1300200,ALtres retribucions personal laboral,1018.8,0,1018.8,0
,,2401,33210,1600000,Seguretat Social,14114.16,0,14114.16,0
,,2401,33301,1300000,Retribucions bàsiques personal laboral,37544.38,-24000,13544.38,0
,,2401,33301,1300200,Altres retribucions personal laboral,15708.36,0,15708.36,0
,,2401,33301,1600000,Seguretat Social,13337.64,0,13337.64,0
,,2401,91203,1300000,Retribucions bàsiques Personal laboral,20308.54,-15340,4968.54,0
,,2401,91203,1600000,Seguretat Social,6594.24,0,6594.24,0
,,2401,92003,1300000,Retribucions bàsiques personal laboral,21072.38,0,21072.38,0
,,2401,92003,1300200,Altres retribucions personal laboral,919.8,0,919.8,0
,,2401,92003,1600000,Seguretat Social,6795.6,0,6795.6,0
,,2401,92004,1200000,Retribució sou base funcionari A1,23098.42,0,23098.42,0
,,2401,92004,1210000,Complement Destí  funcionaris,7433.64,0,7433.64,0
,,2401,92004,1210100,Complement específic funcionaris,17210.04,0,17210.04,0
,,2401,92004,1600000,Seguretat Social,13284.6,0,13284.6,0
,,2401,92013,1200000,Retribució sou base funcionari A1,56383.4,0,56383.4,0
,,2401,92013,1200100,Retribució sou base funcionari A2,31260.68,0,31260.68,0
,,2401,92013,1200300,Retribució sou base funcionari C1,36242.74,0,36242.74,0
,,2401,92013,1210000,Complement Destí  funcionaris,43360.32,0,43360.32,0
,,2401,92013,1210100,Complement específic funcionaris,102963.48,-70000,32963.48,0
,,2401,92013,1300000,Retribucions bàsiques personal laboral,21007.24,0,21007.24,0
,,2401,92013,1300200,Altres retribucions personal laboral,528.96,0,528.96,0
,,2401,92013,1600000,Seguretat Social,85936.07,0,85936.07,0
,,2401,92023,1200100,Retribucions sou base funcionaris A2,15898.4,0,15898.4,0
,,2401,92023,1200600,Trienis,1023.6,0,1023.6,0
,,2401,92023,1210000,Complement destí funcionaris,6118.08,0,6118.08,0
,,2401,92023,1210100,Complement específic funcionaris,11201.76,0,11201.76,0
,,2401,92023,1300000,Retribucions bàsiques personal laboral,74680,-32000,42680,0
,,2401,92023,1300200,Altres retribucions personal laboral,10908.36,0,10908.36,0
,,2401,92023,1600000,Seguretat Social,38561.28,0,38561.28,0
,,2401,92024,1310000,Retribucions personal Laboral temporal,25320.54,0,25320.54,0
,,2401,92024,1600000,Seguretat Social,7988.64,0,7988.64,0
,,2401,93101,1200000,Retribucions sou base funcionaris A1,19548.64,-18000,1548.64,0
,,2401,93101,1210000,Complement destí funcionaris,7433.64,0,7433.64,0
,,2401,93101,1210100,Complement específic funcionaris,21794.28,0,21794.28,0
,,2401,93101,1600000,Seguretat Social,13284.6,0,13284.6,0
,,2410,92013,1300100,Hores extraordinàries,0,0,0,941.11
,,2410,92013,1510000,Gratificacions treballs extraordinaris,0,0,0,112.07
,,2410,92013,1200000,Retribució sou base funcionari A1,19972.51,0,19972.51,20715.62
,,2410,92013,1200300,Retribució sou base funcionari C1,11628.62,0,11628.62,11628.62
,,2410,92013,1200600,Triennis,3983.22,0,3983.22,3860.86
,,2410,92013,1210000,Complement Destí  funcionaris,11093.76,0,11093.76,11409.66
,,2410,92013,1210100,Complement específic funcionaris,28324.08,0,28324.08,27560.72
,,2410,92013,1300000,Retribucions bàsiques personal laboral,60997.98,0,60997.98,60997.98
,,2410,92013,1300200,Altres retribucions personal laboral,3455.04,0,3455.04,3455.04
,,2410,92013,1430000,Despeses per substitució,33118.98,0,33118.98,29965.74
,,2410,92013,1600000,Seguretat Social,48838.08,0,48838.08,49523.18
,,2420,92014,1620900,ALTRES DESPESES SOCIALS.,0,0,0,329.11
,,2420,92014,1200100,Retribució sou base funcionari A2,18132.48,0,18132.48,18132.48
,,2420,92014,1200300,Retribució sou base funcionari C1,72459.87,0,72459.87,69530.05
,,2420,92014,1200600,Triennis,9412.35,0,9412.35,9175.59
,,2420,92014,1210000,Complement Destí  funcionaris,31010.64,0,31010.64,30095.64
,,2420,92014,1210100,Complement específic funcionaris,71012.4,0,71012.4,69379.92
,,2420,92014,1600000,Seguretat Social,52065.97,0,52065.97,50715.27
,,2430,92013,1620000,Formació prevenció riscos psicosocials,10000,0,10000,2250
,,2430,92017,1200300,Retribució sou base funcionari C1,14329.12,0,14329.12,15524.53
,,2430,92017,1200600,Triennis,3297,0,3297,3150.47
,,2430,92017,1210000,Complement Destí  funcionaris,6118.08,0,6118.08,5846.17
,,2430,92017,1210100,Complement específic funcionaris,17481.72,0,17481.72,16704.75
,,2430,92017,1300000,Retribucions bàsiques personal laboral,70970.26,0,70970.26,70970.26
,,2430,92017,1300200,Altres retribucions personal laboral,24436.92,0,24436.92,24436.92
,,2430,92017,1600000,Seguretat Social,37394.44,0,37394.44,37575.71
,,2430,92017,2269900,Altres despeses,4000,0,4000,942.62
,,2430,92017,2279909,Contractes desenvolupament serveis,79463,0,79463,81938.1
,,2440,92015,1200000,Retribució sou base funcionari A1,17600.98,0,17600.98,17600.98
,,2440,92015,1200300,Retribució sou base funcionari C1,23500,0,23500,20381
,,2440,92015,1200600,Triennis,5720.13,0,5720.13,5439.15
,,2440,92015,1210000,Complement Destí  funcionaris,13438.32,0,13438.32,12398.77
,,2440,92015,1210100,Complement específic funcionaris,21781.08,0,21781.08,19926.49
,,2440,92015,1300000,Retribucions bàsiques personal laboral,62978.26,0,62978.26,62978.25
,,2440,92015,1300200,Altres retribucions personal laboral,15708.36,0,15708.36,15708.36
,,2440,92015,1600000,Seguretat Social,41918.67,0,41918.67,40665.29
,,2500,92002,1200000,Retribució sou base funcionari A1,17941.08,0,17941.08,17941.08
,,2500,92002,1200600,Triennis,1535.4,0,1535.4,1535.4
,,2500,92002,1210000,Complement Destí  funcionaris,7433.64,0,7433.64,7433.64
,,2500,92002,1210100,Complement específic funcionaris,11201.76,0,11201.76,11201.76
,,2500,92002,1310000,Retribucions personal Laboral temporal,41760.28,0,41760.28,41760.29
,,2500,92002,1600000,Seguretat Social,24275.76,0,24275.76,24275.77
,,2600,43120,6230100,"Maquinària, instal.lacions tècniques i utillatge",0,0,0,0
,,2600,43120,6260100,Equips processos d'informació,0,800,800,724.79
,,2600,92008,1300100,Hores extraordinàries,0,0,0,2876.46
,,2600,92008,1510000,Gratificacions treballs extraordinaris,0,0,0,1825.14
,,2600,92008,1620900,ALTRES DESPESES SOCIALS.,0,0,0,2962.01
,,2600,92008,6410000,Despeses aplicacions informàtiques,0,47351.67,47351.67,0
,,2600,92008,1200300,Retribució sou base funcionari C1,50270.89,0,50270.89,61016.34
,,2600,92008,1200600,Triennis,9931.44,0,9931.44,10186.07
,,2600,92008,1210000,Complement Destí  funcionaris,17334.96,0,17334.96,20889.61
,,2600,92008,1210100,Complement específic funcionaris,33251.28,0,33251.28,42536.65
,,2600,92008,1210300,Altres complements funcionaris,4932.72,0,4932.72,3699.6
,,2600,92008,1300000,Retribucions bàsiques personal laboral,285826.47,0,285826.47,287050.72
,,2600,92008,1300200,Altres retribucions personal laboral,39757.44,0,39757.44,38520.84
,,2600,92008,1430000,Despeses per substitució,95295.88,0,95295.88,94994.36
,,2600,92008,1600000,Seguretat Social,158901.76,15377.31,174279.07,159435.19
,,2600,92008,2160100,Manteniment d'equips d'informàtica,257000,0,257000,263158.96
,,2600,92008,2200200,Manteniment llicències software,78000,0,78000,76905.58
,,2600,92008,2270600,Estudis i treballs tècnics,64000,26000,90000,70712.74
,,2600,92008,2279916,Contractes manteniment de programes informàtics,41500,0,41500,68036.64
,,2600,92008,6260100,Equips procès d'informació,10000,96963.28,106963.28,106559.54
,,2600,92010,2130200,Manteniment maquinària,22000,0,22000,3794.52
,,2600,92010,2220000,Telèfons,360000,10000,370000,379897.07
,,2600,92310,2279916,Contractes manteniment de programes informàtics-Gestió padró,3500,0,3500,3389.54
,,2600,93300,2279916,Contractes manteniment de programes informàtics-GPA,20000,0,20000,0
,,2700,92004,1620900,ALTRES DESPESES SOCIALS.,0,0,0,767.93
,,2700,92004,1200300,Retribució sou base funcionari C1,49704.47,0,49704.47,57419.44
,,2700,92004,1200400,Retribució sou base funcionari C2,10189.24,0,10189.24,10189.24
,,2700,92004,1200600,Triennis,8956.11,0,8956.11,8935.06
,,2700,92004,1210000,Complement Destí  funcionaris,21296.64,0,21296.64,23594.38
,,2700,92004,1210100,Complement específic funcionaris,42237.24,0,42237.24,46336.5
,,2700,92004,1300000,Retribucions bàsiques personal laboral,33489.74,0,33489.74,33489.74
,,2700,92004,1300200,Altres retribucions personal laboral,17190.12,0,17190.12,17190.12
,,2700,92004,1600000,Seguretat Social,48512.28,0,48512.28,54958.23
,,2700,92004,2269900,Altres despeses,3000,0,3000,1767.28
,,2700,92004,2270600,Estudis i treballs tècnics,10000,-8850.06,1149.94,0
,,2700,92401,1510100,Gratificacions pels serveis a les eleccions.,0,38032.76,38032.76,46430.07
,,2700,92401,2269980,Processos electorals,70000,83710.78,153710.78,145683.46
,,2710,92007,1300100,Hores extraordinàries,0,0,0,463.14
,,2710,92007,1310000,Retribucions personal laboral eventual,0,0,0,20841.6
,,2710,92007,1200400,Retribució sou base funcionari C2,20827.04,0,20827.04,24731.56
,,2710,92007,1200600,Triennis,2670.34,0,2670.34,2236.31
,,2710,92007,1210000,Complement Destí  funcionaris,6241.68,0,6241.68,5288.1
,,2710,92007,1210100,Complement específic funcionaris,15505.68,0,15505.68,13136.77
,,2710,92007,1300000,Retribucions bàsiques personal laboral,211728.9,0,211728.9,193469.74
,,2710,92007,1300200,Altres retribucions personal laboral,3505.44,0,3505.44,2763.65
,,2710,92007,1430000,Despeses per substitució,21565.06,0,21565.06,51733.6
,,2710,92007,1600000,Seguretat Social,94462.23,0,94462.23,86793.02
,,2710,92007,2220100,Comunicacions postals,180000,-28000,152000,102280.47
,,2710,92007,2269900,Altres despeses,5000,0,5000,4605.28
,,2710,92007,2270600,Estudis i treballs tècnics,13000,0,13000,27069.08
,,2720,92501,1620900,ALTRES DESPESES SOCIALS.,0,0,0,329.11
,,2720,92501,1200300,Retribució sou base funcionari C1,161113.53,0,161113.53,171923.06
,,2720,92501,1200400,Retribució sou base funcionari C2,10297.24,0,10297.24,10406.59
,,2720,92501,1200600,Triennis,20271.33,0,20271.33,17569.01
,,2720,92501,1210000,Complement Destí  funcionaris,51241.44,0,51241.44,45921.96
,,2720,92501,1210100,Complement específic funcionaris,137090.88,0,137090.88,122897.72
,,2720,92501,1300000,Retribucions bàsiques personal laboral,106265.62,0,106265.62,92817.81
,,2720,92501,1300200,Altres retribucions personal laboral,14828.16,0,14828.16,12665.53
,,2720,92501,1430000,Despeses per substitució,26687.84,0,26687.84,26687.84
,,2720,92501,1600000,Seguretat Social,146514.72,12605.34,159120.06,132105.05
,,2720,92501,2269900,Altres despeses,5000,0,5000,4836.8
,,2800,92009,1620900,ALTRES DESPESES SOCIALS.,0,0,0,329.11
,,2800,92009,1200000,Retribució sou base funcionari A1,38516.36,0,38516.36,38516.36
,,2800,92009,1200300,Retribució sou base funcionari C1,48254.76,0,48254.76,48392.28
,,2800,92009,1200600,Triennis,16933.41,0,16933.41,16919.79
,,2800,92009,1210000,Complement Destí funcionaris,30585.12,0,30585.12,30544.46
,,2800,92009,1210100,Complement específic funcionaris,63711.84,0,63711.84,63628.61
,,2800,92009,1300000,Retribucions bàsiques personal laboral,9399.4,0,9399.4,9399.25
,,2800,92009,1300200,Altres retribucions personal laboral,2718.6,0,2718.6,2718.6
,,2800,92009,1430000,Despeses per substitució,34505.94,0,34505.94,34905.54
,,2800,92009,1600000,Seguretat Social,65313.14,0,65313.14,65939.96
,,2800,92009,2260300,Anuncis oficials,10000,0,10000,8111.3
,,2900,15100,6000100,Adquisició de sól,0,176055,176055,0
,,2900,17100,6220100,"Edificis i construccions, inversió nova",0,272250,272250,0
,,2900,23105,2020100,Lloguers,80200,2400,82600,78821.06
,,2900,33701,2020100,Lloguers,29000,1400,30400,26997.28
,,2900,92000,6320000,EDIFICIS I ALTRES CONSTRUCCIONS,0,91925.86,91925.86,80244.86
,,2900,92000,2120200,Manteniment edificis,60000,-2745.33,57254.67,58177.88
,,2900,92000,2120400,Conservació i reparacions d'edificis,50000,-45000,5000,6381.25
,,2900,92000,2240000,Assegurances,247000,-13000,234000,234694.5
,,2900,92005,2060000,Lloguer equips informàtics,10000,-5500,4500,4145.76
,,2900,92005,2130100,Manteniment instal.lacions,72000,0,72000,72806.8
,,2900,92005,2200000,Material d'oficina,79000,-11000,68000,56905.05
,,2900,92005,2210300,Combustibles,67000,0,67000,59978.33
,,2900,92005,2210400,Vestuari,135000,-15180.53,119819.47,109321.27
,,2900,92005,2211000,Material neteja,34000,-4500,29500,25349.84
,,2900,92006,2269900,Altres despeses,2600,0,2600,1452
,,2900,92018,6260100,Equips procès d'informació,20000,1238.47,21238.47,17289.69
,,2900,92019,6210000,Adquisició finca solar de les Aigües,314602.51,0,314602.51,314602.51
,,2900,92020,1620900,ALTRES DESPESES SOCIALS.,0,0,0,548.52
,,2900,92020,1200000,Retribució sou base funcionari A1,37411.58,0,37411.58,37411.58
,,2900,92020,1200100,Retribució sou base funcionari A2,16546.56,0,16546.56,16546.56
,,2900,92020,1200300,Retribució sou base funcionari C1,25590.1,0,25590.1,25590.1
,,2900,92020,1200600,Triennis,13003.43,0,13003.43,13003.43
,,2900,92020,1210000,Complement Destí  funcionaris,28067.4,0,28067.4,28067.4
,,2900,92020,1210100,Complement específic funcionaris,61040.52,0,61040.52,61040.52
,,2900,92020,1210300,Altres complements funcionaris,6075.84,0,6075.84,6075.84
,,2900,92020,1300000,Retribucions bàsiques personal laboral,24967.98,0,24967.98,24967.98
,,2900,92020,1300200,Altres retribucions personal laboral,2327.76,0,2327.76,2327.76
,,2900,92020,1600000,Seguretat Social,57092.6,0,57092.6,57292.61
,,2900,92020,2269900,Altres despeses diverses,1000,0,1000,659.86
,,2900,92020,2270600,Estudis i treballs tècnics,10000,0,10000,8507.86
,,2900,92021,6250100,Mobiliari,10000,10000,20000,19982.65
,,2900,92400,2020100,Lloguers,53500,0,53500,66566.26
,,2910,92006,1200000,Retribució sou base funcionari A1,17229.51,0,17229.51,17229.51
,,2910,92006,1200300,Retribució sou base funcionari C1,23431.81,0,23431.81,24132.2
,,2910,92006,1200600,Triennis,2385.57,0,2385.57,2364.53
