#,Àlies,Org.,Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
,,0000,33501,Taules i cadires,150000,0,150000,197989.6
,,0000,33903,Ocupació de la via pública,400000,0,400000,396182.73
,,0000,39190,Multes dels serveis,80000,0,80000,193843.71
,,0000,39922,Premi cobrança recàrrec provincial IAE,4400,0,4400,6823.63
,,0000,42010,Fons complementari de finançament,41050000,0,41050000,41460978.02
,,0000,42020,Compensació IAE,1629000,0,1629000,1629495.12
,,1000,45002,"Tran Ctes en compliment conv serv soc i polit d'igual,",0,649285.57,649285.57,0
,,1000,45021,Generalitat de Catalunya. Llei de Barris,0,0,0,0
,,1000,45080,"Altres subv.corrents de la Adm.General Generalitat Catalun,,",0,54873.11,54873.11,0
,,1000,49100,Mº Economia y Hacienda URBAN,0,73498.7,73498.7,0
,,1000,75002,Trans.cap.en compliment de conv.serv.soc. i polít. d'igualta,0,1017706.79,1017706.79,0
,,1000,75004,Generalitat de  Catalunya. Llei de Barris,0,0,0,0
,,1000,75080,"Altres transferències de capital de l'Admó. Gral. de la CA,",0,168086.69,168086.69,0
,,1000,79100,Transf.de l'exteropr Fons Feder,0,25723.24,25723.24,1.21
,,1100,45080,"Altres subv.corrents de la Adm.General Generalitat Catalu,,,",0,0,0,0
,,1100,49100,Mº Economia y Hacienda URBAN,0,0,0,0
,,1300,39903,Imprevistos,0,0,0,11902.15
,,1300,45000,Generalitat-Fons per al Foment del Turisme,4000,0,4000,0
,,1300,45002,"Tran Ctes en compliment conv serv soc i polit d'igual,,",0,0,0,0
,,1300,45014,GENERALITAT DE CATALUNYA. PLANS D'OCUPACIÓ,0,0,0,0
,,1300,45050,Generalitat de Catalunya. Convenis ocupació i desenv local,0,2079641.96,2079641.96,1571955.74
,,1300,46119,Subvencions Diputació de Barcelona. Oficina Tècnica Laboral,0,55402.03,55402.03,38178.51
,,1300,46124,Diputació.Recull d'activitats suport activitat empresarial,0,271776.96,271776.96,142850.38
,,1300,46149,Diputació Barcelona - Foment de l'Ocupació Local 2014-15,0,1691666.25,1691666.25,464585.69
,,1300,46199,Diputació Barcelona. Subvencions,0,4365,4365,3282.61
,,1300,46400,Subvencions Àrea Metropolitana de Barcelona,0,669540,669540,535632
,,1300,46500,"Consell comarcal del Barcelonès,",0,0,0,33074.14
,,1300,48000,Fundació INFORM. Programa SEFED,0,115647.08,115647.08,0
,,2000,39914,ALTRES INGRESSOS LIQUIDACIÓ ANUAL GESTIÓ SERVEIS GRAMEPARK,0,0,0,29744.19
,,2000,42000,Participació en els tributs de l'Estat,0,0,0,0
,,2000,42010,"Participació municiapl en tributs de l'Estat (Man.6,25% PTE)",2947000,93698.82,3040698.82,3040698.82
,,2000,45080,"Altres subv.corrents de la Adm.General Generalitat Catal,,,,",0,38722.86,38722.86,0
,,2000,46114,Diputació de Barcelona Activitats educatives complementàries,0,27123,27123,0
,,2000,46149,"Diputació Barcelona - Xarxa de Governs Locals 2012-15,,",0,0,0,0
,,2000,46199,Diputació Barcelona. Subvencions,0,12222,12222,13976
,,2000,75080,"Altres transferències de capital de l'Admó. Gral. de la CA,,",0,0,0,0
,,2000,39901,Despeses de publicitat: anuncis licitació-direcció economia,3000,0,3000,5449.22
,,2200,39210,RECÀRREC EXECUTIU.,0,0,0,0
,,2200,39211,RECÀRREC DE CONSTRENYIMENT.,0,0,0,0
,,2200,39900,"Costes del servei de recaptació,",0,0,0,0
,,2400,39903,Recuperació Seguretat Social,0,151445.24,151445.24,182243.36
,,2400,51801,Interessos bestretes del personal,5000,0,5000,9743.82
,,2400,83000,Reintegrament crèdits al personal,180000,0,180000,127642.35
,,2600,45002,"Tran Ctes en compliment conv serv soc i polit d'igual,,,",0,0,0,0
,,2600,45050,Generalitat de Catalunya. Convenis ocupació i desenv local,0,35513.75,35513.75,0
,,2700,42090,Altres transferències corrents de l'Admn.General de l'Estat,0,29301.48,29301.48,60971.19
,,2700,42190,D'ALTRES ORGANISMES AUTÒNOMS I AGÈNCIES.,0,0,0,1204.61
,,2700,45060,Altres trans.ctes.en compli.de conv.subscrit amb C.Autonoma,0,68592,68592,68592
,,2900,39915,"Execució de fiances,,",0,0,0,0
,,2900,45002,"Tran Ctes en compliment conv serv soc i polit d'igual,,,,",0,2400,2400,2400
,,2900,51802,Interessos préstecs pisos Av. Sanatori,0,0,0,2299.81
,,2900,51803,Interessos préstecs pisos  Pons i Pons-Sardana,0,0,0,183.21
,,2900,54100,Lloguers,90000,0,90000,95938.94
,,2900,55002,"Concessions administratives,,",0,0,0,1088.57
,,2900,61900,Venda pisos Av Sanatori,0,0,0,0
,,2900,61901,Venda pisos Pons i Pons-Sardana,0,0,0,0
,,2900,83101,Reintegrament  préstec Avda. Sanatori i Pons i Pons Sardana,0,0,0,10982.01
,,2900,39902,"Gestió recapt.lloguer pisos Pons i Pons, Sanatori i Sardana",1000,0,1000,1824.85
,,2900,39924,Indemnitzacions patrimonials-compres i gestió patrimonial,50000,0,50000,56724.82
,,2900,54102,Lloguer pisos Av. Sanatori,21000,0,21000,25990.95
,,2900,54103,Lloguer pisos cr. Pons i Pons - Sardana,9200,0,9200,8676.41
,,3100,32600,Arrossegament de vehicles,900000,0,900000,555695.02
,,3100,32907,Circulacions especials,4000,0,4000,1556.36
,,3100,36000,Venda d'efectes inútils,10000,0,10000,28946.28
,,3100,39120,Multes de trànsit,865000,0,865000,988780.89
,,3100,39190,Altres multes i sancions-seguretat ciutadana,19400,0,19400,0
,,3426,46300,Mancomunitat. Transport de disminuïts,0,0,0,0
,,4000,45002,Generalitat- Fitxa 7 Acollida i integració,56000,21000,77000,3547.5
,,4000,46139,Diputació BCN. Polítiques d'igualtat i ciutadania,18000,0,18000,18003.2
,,4000,46180,Diputació BCN. Polítiques de migració i ciutadania,50000,22000,72000,72000
,,4000,32501,Expedició de documents-mediació i convivència,10000,0,10000,0
,,5000,39911,Altres ingressos Consorci de Normalització lingüística,0,0,0,32178
,,5000,46700,Consorci de Normalització lingüística. Aportació Liquidació.,0,14936.43,14936.43,14936.43
,,5000,39901,Despeses publicitat: anuncis licitació-direcció serv.persone,2000,0,2000,0
,,5022,45060,Generalitat. Fitxa 9. transport adaptat,66000,762.55,66762.55,3338.13
,,5022,46400,AMB- Transport adaptat,241100,0,241100,0
,,5022,46500,"Consell comarcal del Barcelonès,,",0,0,0,3387.06
,,5023,45002,"Tran Ctes en compliment conv serv soc i polit d'igual,,,,,",0,0,0,0
,,5023,46199,Diputació Barcelona. Subvencions,0,165000,165000,0
,,5024,45002,Generalitat-Fitxa 1 SAD social i dependència,1145000,648.72,1145648.72,1188025.35
,,5024,34100,Ingressos serveis de teleassistència,36000,0,36000,92453.3
,,5024,46132,Diputació BCN. Servei atenció domiciliària,270000,396451.54,666451.54,319551.26
,,5030,46108,Diputació BCN. Conveni Salut Pública,15000,36366.68,51366.68,0
,,5033,34101,Serveis assistencials,2500,0,2500,0
,,5033,39190,Altres multes i sancions-programa protecció salut,10000,0,10000,0
,,5033,46108,Diputació BCN. Conveni Salut Pública,15000,13633.32,28633.32,0
,,5110,75099,"Generalitat de Catalunya,",0,0,0,0
,,5112,45002,Generalitat-Fitxa 28. Polítiques d'igualtat,46000,0,46000,0
,,5112,46101,Diputació BCN. Polítiques d'igualtat,15000,0,15000,0
,,5112,46106,Diputació BCN. Polítiques d'igualtat,9000,0,9000,0
,,5120,46199,Diputació Barcelona. Subvencions,0,15500,15500,12000
,,5140,75080,"Altres transferències de capital de l'Admó. Gral. de la C,,,",0,0,0,0
,,5140,76301,"Mancomunitat de Municipis. Operacions Vertebradores,",0,0,0,1514627.58
,,5140,76303,Mancomunitat de Municipis (CAME),0,0,0,0
,,5200,34400,Utilització equipmanets culturals,0,0,0,1005
,,5202,46108,"Subvencions Diputació de Barcelona. Conveni Salut Pública,",0,0,0,18444
,,5203,34101,SERVEIS ASSISTENCIALS.,0,0,0,2707.38
,,5203,46108,"Subvencions Diputació de Barcelona. Conveni Salut Pública,,",0,0,0,17500
,,5205,32501,EXPEDICIO DE DOCUMENTS,0,0,0,132
,,5205,39190,"ALTRES MULTES I SANCIONS.,",0,0,0,14629.1
,,5205,46108,"Subvencions Diputació de Barcelona. Conveni Salut Pública,,,",0,0,0,26125
,,5209,42090,Altres transferències corrents de l'Admn.General de l'Estat,0,36809,36809,36809
,,5209,46145,Diputació BCN.Prev.Dorgodependències.Prev.medi obert,20000,0,20000,31169.28
,,5209,45060,Generalitat. Fitxa 21. Programa drogodependències,98000,977.4,98977.4,4948.87
,,5210,46107,Subvencions Diputació de Barcelona,0,14329.36,14329.36,0
,,5210,46115,DIPUTACIÓ DE BARCELONA.DIFUSIÓ ARTÌSTICA,0,4800,4800,0
,,5210,48003,Subvenció Fira d'entitats Festa Major,0,0,0,4200
,,5210,33902,Festa major d'estiu ocupació via pública,24000,0,24000,29550.1
,,5311,45002,"Tran Ctes en compliment conv serv soc i polit d'igual,,,,,,",0,0,0,0
,,5311,46101,Diputació de Barcelona. Conveni PADI,0,0,0,15000
,,5312,46104,Diputació.Agent d'igualtat,0,0,0,2000
,,5312,46106,Diputació de Barcelona.Polítiques d'igualtat,0,0,0,9000
,,5410,39915,"Execució de fiances,,,",0,0,0,0
,,5411,45080,"Altres subv.corrents de la Adm.General Generalitat Cata,,,,,",0,15500,15500,25000
,,5411,46107,Diputació BCN. Festivals artístics i programació cultural,23500,0,23500,14000
,,5411,34403,Utilització Teatre Josep Maria Segarra,47000,0,47000,49270.8
,,5412,34401,Utilització auditori Can Roig i Torres,5000,0,5000,5630.82
,,5414,45080,"Altres subv.corrents de la Adm.General Generalitat Cat,,,,,,",0,3163.67,3163.67,3163.67
,,5414,46107,Subvencions Diputació de Barcelona,0,1515.28,1515.28,0
,,5414,46144,Diputació BCN. Difusió Patrimoni. Museu,5500,7000,12500,5500
,,5414,46199,Diputació Barcelona. Subvencions,0,3254.9,3254.9,0
,,5414,34414,Ingressos museu Torre Balldovina,100,0,100,196.05
,,5415,46107,Subvencions Diputació de Barcelona,0,2955.36,2955.36,0
,,5417,45080,"Altres subv.corrents de la Adm.General Generalitat Ca,,,,,,,",0,8500,8500,8500
,,5417,46112,Diputació BCN.Àrea cultura.Conveni juventut,17600,0,17600,17600
,,5417,46111,Diputació BCN. Punts informació juvenil,3500,0,3500,0
,,5419,46199,Diputació Barcelona. Subvencions,0,2500,2500,0
,,5500,39903,Altres ingressos - Recuperació ajudes serveis socials,0,0,0,0
,,5500,45002,"Tran Ctes en compliment conv serv soc i polit d'igual,,,,,,,",0,0,0,165695.4
,,5500,45080,"Altres subv.corrents de la Adm.General Generalitat C,,,,,,,,",0,0,0,0
,,5500,46146,Diputació BCN. Infància i família. Intervenció medi obert,22000,0,22000,44000
,,5500,46147,Diputació BCN.Àrea Benestar Social.Conveni atenció primària,100000,0,100000,200000
,,5500,46199,Diputació Barcelona. Subvencions,0,11500,11500,0
,,5501,45002,Generalitat. Fitxa 1. Equips bàsics,844000,57341.94,901341.94,253488.68
,,5502,45002,Generalitat.Fitxa 2. Intervenció Socioeducativa,247000,80611,327611,19069.5
,,5503,45002,Generalitat.Fitxa 1. Ajuts socials,80000,141,80141,0
,,5506,45002,Generalitat.Fitxa 6. Sistemes de resposta violència gènere,9600,0,9600,0
,,5509,45002,Generalitat. Fitxa 19. EAIA,319000,18893,337893,153091.23
,,5514,45002,Generalitat DBSF. Contracte programa PLIS,0,13500,13500,0
,,5514,45050,Generalitat. Fitxa 8. Plans d'inclusió social,80000,697.52,80697.52,4034.88
,,6120,45080,Generalitat. Pla educatiu entorn,12600,5400,18000,12600
,,6120,46155,DIBA. CONEGUEM ELS NOSTRES PARCS,0,1483.5,1483.5,1483.5
,,6120,46199,Diputació Barcelona. Subvencions,0,0,0,8000
,,6120,46114,Diputació de Barcelona Activitats educatives complementàries,40000,0,40000,0
,,6130,45030,Generalitat. Suport centres educació infantil,350000,123205.5,473205.5,123205.5
,,6130,46133,DIPUTACIÓ DE BARCELONA. SUPORT FINANÇAMENT ESCOLES BRESSOL.,0,0,0,1310310.94
,,6212,55002,"Concessions administratives,,,",0,0,0,9868.08
,,7000,45080,Generalitat. Foment de la prestació supramunicipal de servei,25000,0,25000,0
,,7000,75080,"Altres transferències de capital de l'Admó. Gral. de la ,,,,",0,0,0,0
,,7000,75099,"Generalitat de Catalunya,,",0,0,0,0
,,7000,39901,Despeses publicitat: anuncis licitació-direcció urbanisme,1000,0,1000,0
,,7120,46108,Diputació BCN. Conveni Salut Pública,14000,18047.39,32047.39,14782.5
,,7120,39190,Altres multes i sancions-medi ambient i higiene,40000,0,40000,55311.23
,,7140,46199,Diputació Barcelona. Subvencions,0,1500,1500,0
,,7150,46400,Subvencions Àrea Metropolitana de Barcelona,0,0,0,0
,,7150,55003,Retorn cànon deposició de residus,90,0,90,0
,,7150,39905,Energia fotovoltaica - plantes fotovoltàiques,45000,0,45000,28121.54
,,7200,45050,Generalitat de Catalunya. Convenis ocupació i desenv local,0,0,0,-150.25
,,7200,46100,Subvencions Diputació de Barcelona,0,0,0,0
,,7200,46129,Diputació Barcelona. Activitats en matèria de consum,1400,0,1400,0
,,7200,46134,"DIPUTACIÓ DE BARCELONA.PLANS DINAMITZACIÓ FONDO,SINGUERLIN",0,4500,4500,0
,,7200,46136,DIPUTACIÓ DE BARCELONA. DINAMITZACIÓ CENTRE COMERCIAL URBÀ,0,4500,4500,0
,,7200,46199,Diputació Barcelona. Subvencions,0,24455.4,24455.4,27840
,,7200,49700,Altres transferències de la Unió Europea,0,20000,20000,44164
,,7200,39190,Altres multes i sancions-comerç consum i fires,16000,0,16000,8107
,,7300,39190,"ALTRES MULTES I SANCIONS.,,",0,0,0,13500
,,7300,45060,Altres trans.ctes.en compli.de conv.subscrit amb C.Autonoma,0,98748,98748,98748
,,7300,46100,Subvencions Diputació de Barcelona,0,7500,7500,6000
,,7300,76301,"Mancomunitat de Municipis. Operacions Vertebradores,,",0,12827.19,12827.19,3863274.24
,,7300,76400,Àrea Metropolitana de Barcelona.Programa PAMMU,1287758.08,82103.52,1369861.6,862636.52
,,7400,39610,QUOTES D'URBANITZACIÓ.,0,2026844.02,2026844.02,0
,,7400,75080,"Altres transferències de capital de l'Admó. Gral. de la,,,,,",0,271451.4,271451.4,473065.66
,,7400,76199,Diputació. Senyalització peatonal de la ciutat,0,112500,112500,0
,,7400,76301,"Mancomunitat de Municipis. Operacions Vertebradores,,,",0,0,0,161059.65
,,7400,76400,Subvencions Àrea Metropolitana de Barcelona.,0,0,0,3446.24
,,7500,55004,Concessions administratives,0,0,0,293171.14
,,7500,75080,"Altres transferències de capital de l'Admó. Gral. de l,,,,,,",0,505622.61,505622.61,0
,,7500,76101,DIPUTACIO DE BARCELONA. MOBILIARI URBA,0,1036976.75,1036976.75,718689.1
,,7500,76121,DIBA. Tancament Molí d'En Ribé,0,289000,289000,0
,,7500,76122,DIBA. Reforestació Can Zam,0,711000,711000,0
,,7500,76302,Mancomunitat de Municipis CAME,0,0,0,101499.44
,,7500,76400,Subvencions Àrea Metropolitana de Barcelona.,0,2811191.53,2811191.53,726736.99
,,7500,79100,Transferències de l'exterior Fons FEDER,0,43100.77,43100.77,0
,,7600,55002,"Concessions administratives,,,,",0,0,0,14974.52
,,7610,34901,Escombraries industrials,1200000,0,1200000,1247851.72
,,7610,36001,"Venda de paper i cartró, envasos i vidre",82200,0,82200,333467.26
,,7610,46603,Entitat Metropolitana Medi Ambient. Recollida Selectiva,260000,0,260000,0
,,7610,47010,Conveni col·laboració Funerària Santa Coloma SA,20000,0,20000,20000
,,7660,46199,Diputació Barcelona. Subvencions,0,2500,2500,1802.6
,,7660,32902,Mercats,450000,0,450000,498846.25
,,7660,55002,Concessions administratives- mercats municipals,8000,0,8000,38465.72
,,7660,55006,Lloguers parades mercats,9000,0,9000,5227.8
,,7670,55001,Concessió administrativa cementiri municipal,35700,0,35700,17105.64
,,7700,39907,INSTAL·LACIONS DE RADIOCOMUNICACIÓ,0,0,0,32000
,,7700,32502,Llicències d'obertura,210000,0,210000,224139.22
,,7700,32503,Llicències d'obres,160000,0,160000,121907
,,7700,33103,Plaques de guals,500,0,500,435.86
,,7700,39190,Altres multes i sancions-disciplina urbanística,25000,0,25000,25300.62
,,7700,39904,Desperfectes i obres exec.subs.-disciplina urbanística,39200,0,39200,15697.13
,,7800,39904,DESPERFECTES I OBRES EXECUC.   SUBSIDIARIA,0,0,0,138.27
,,7800,39906,CONEXIÓ CLAVEGUERAM,0,0,0,877.68
,,7810,39904,Desperfectes i obres exec. subs-guals,12000,0,12000,0
,,7810,76123,DIBA. Campanya asfaltat en diversos carrers,0,400000,400000,0
,,7810,76199,Subvencions Diputació de Barcelona,0,62500,62500,0
,,7830,76103,Diputació de Barcelona. Enllumenat públic,0,235000,235000,0
,,7850,76122,DIBA. Reforestació Can Zam,0,0,0,0
,,7900,45080,"Altres subv.corrents de la Adm.General Generalitat ,,,,,,,,,",0,0,0,0
,,7910,39908,Altres ingressos,0,0,0,7042
,,8110,39912,COSTOS PROCESSALS,0,0,0,7410.15
,,8110,39904,Desperfectes i obres exec. subs-serveis jurídics,18000,0,18000,28185.53
,,8110,39924,Indemnitzacions patrimonials-serveis jurídics,10000,0,10000,20447.45
,,8400,39910,Gestió tribut de la mobilitat,40000,0,40000,85350.05
,,8400,51401,Interessos d'operacions financeres amb Gramepark SA,100000,4520.55,104520.55,104520.55
,,8400,51402,Interessos d'operacions financeres amb Grameimpuls SA,100000,0,100000,4471.28
,,8400,52000,Rendiments bancaris,0,0,0,11579.7
,,8410,39200,Recàrrec per declaració extemporànea sense requerimi.previ,35000,0,35000,71487.3
,,8410,39211,Recàrrec de constrenyiment,700000,0,700000,571239.94
,,8410,39300,Interessos de demora,200000,0,200000,234624.29
,,8410,39900,"Costes del servei de recaptació,,",0,0,0,1449.63
,,8410,39917,Interessos recàrrec extemporani,5000,0,5000,9476.45
#TOT.,,,,,90147957.18,22923997.66,113071954.84,104867596.03
