#,Àlies,Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
,,2300,93202,1210000,Complement Destí funcionaris,65203.92,0,65203.92,58961.07
,,2300,93202,1210100,Complement específic funcionaris,144187.92,0,144187.92,129460.87
,,2300,93202,1210300,Altres complements funcionaris,5939.16,0,5939.16,5629.18
,,2300,93202,1300000,Retribucions bàsiques personal laboral,49281.62,0,49281.62,32772.84
,,2300,93202,1300200,Altres retribucions personal laboral,10220.76,0,10220.76,10220.76
,,2300,93202,1510000,Gratificacions treballs extraordinaris,0,0,0,441.6
,,2300,93202,1600000,Seguretat Social,135304.35,0,135304.35,118424.17
,,2300,93202,1610400,Indemnització al personal lab. per jubilacions anticipades,0,0,0,17062.6
,,2300,93202,2269900,Altres despeses (registre de la propietat),12750,-4605.08,8144.92,6150.62
,,2300,93202,1200300,Retribucions sou base funcionari C1,134040.85,0,134040.85,128702.63
,,2400,92013,1100000,Retribucions Bàsiques Eventuals Gabinets,13308.6,0,13308.6,13308.6
,,2400,92013,1100100,Retribucions Complementàries Eventual Gabinets,50691.4,0,50691.4,50691.4
,,2400,92013,1200100,Contracte Programa sou base A2,411901.24,0,411901.24,353596.85
,,2400,92013,1200600,Contracte Programa triennis,13286.64,0,13286.64,13174.65
,,2400,92013,1210000,Contracte Programa Complement Destí,99487.08,0,99487.08,97656.57
,,2400,92013,1210100,Contracte Programa Complement Específic,186228,0,186228,182801.53
,,2400,92013,1500000,Complement Productivitat,305000,251000,556000,1057916.07
,,2400,92013,1510000,Treballs extraordinaris Seguretat Social,180551,0,180551,0
,,2400,92013,1530000,Complement Jornada Partida,30000,0,30000,20517.88
,,2400,92013,1600000,Seguretat Social,281260.43,0,281260.43,316065.28
,,2400,92013,1620000,Formació,50000,0,50000,38119.63
,,2400,92013,1620400,Ajuts Socials,16400,0,16400,0
,,2400,92013,1620900,Premis antiguitat,14000,0,14000,17748.98
,,2400,92013,2260300,Anuncis oficials,1700,0,1700,2770
,,2400,92013,2269900,Altres despeses,13600,-10233.23,3366.77,1711.86
,,2400,92013,2270600,Estudis i treballs tècnics,6950,-1120.48,5829.52,5600
,,2400,92013,2301000,Dietes serveis generals,12000,0,12000,15021.4
,,2400,92013,2302000,Xecs menjador.,22100,0,22100,18072.17
,,2400,92013,2311000,Locomoció serveis generals,13000,0,13000,9614.62
,,2400,92013,2330000,Altres indemnitzacions,4000,0,4000,1077.3
,,2400,92013,4890100,Altres transferències,3942,2514.52,6456.52,6456.52
,,2400,92013,8310000,Préstecs al personal Llarg termini,180000,0,180000,125918.22
,,2400,92013,1170000,Aportació Pla de Pensions.,87508,0,87508,0
,,2401,15100,1210000,complement Destí funcionaris,3660.12,-3660.12,0,0
,,2401,15100,1210100,Complement específic funcionaris,6529.8,-6529.8,0,0
,,2401,15100,1600000,Seguretat Social,6739.8,0,6739.8,0
,,2401,15100,1200300,Retribucions sou base funcionari C1,11583.16,-11583.16,0,0
,,2401,17000,1200000,Retribució sou base funcionari A1,17150.58,0,17150.58,0
,,2401,17000,1210000,Complement Destí funcionaris,6118.08,-6118.08,0,0
,,2401,17000,1210100,complement específic funcionaris,8721.48,-5933.59,2787.89,0
,,2401,17000,1300000,Retribucions bàsiques personal laboral,33068.2,0,33068.2,0
,,2401,17000,1300200,Altres retribucions personal laboral,15708.36,0,15708.36,0
,,2401,17000,1600000,Seguretat Social,20545.8,0,20545.8,0
,,2401,23000,1200100,Retribució sou base funcionari A2,15793.16,0,15793.16,0
,,2401,23000,1210000,Complement Destí funcionaris,6118.08,-6118.08,0,0
,,2401,23000,1210100,Complement específic funcionaris,11201.76,-11201.76,0,0
,,2401,23000,1300000,Retribucions bàsiques personal laboral,42081.62,-30000,12081.62,0
,,2401,23000,1600000,Seguretat Social,26022.96,0,26022.96,0
,,2401,31302,1300000,Retribucions bàsiques personal laboral,14369.2,0,14369.2,0
,,2401,31302,1300200,Altres retribucions personal laboral,10322.88,0,10322.88,0
,,2401,31302,1600000,Seguretat Social,7836.36,0,7836.36,0
,,2401,33201,1210000,Complement destí funcionaris,3660.12,-3660.12,0,0
,,2401,33201,1210100,Complement específic funcionaris,7463.28,0,7463.28,0
,,2401,33201,1300000,Retribucions bàsiques personal laboral,20045.74,0,20045.74,0
,,2401,33201,1300200,Altres retribucions personal laboral,1018.8,-1018.8,0,0
,,2401,33201,1600000,Seguretat Social,14077.16,0,14077.16,0
,,2401,33201,1200300,Retribucions sou base funcionari C1,11738.74,0,11738.74,0
,,2401,33301,1300000,Rtribucions bàsiques personal laboral,22193.24,0,22193.24,0
,,2401,33301,1300200,Altres retribucions personal laboral,2240.16,-2240.16,0,0
,,2401,33301,1600000,Seguretat Social,7457.76,-3304.8,4152.96,0
,,2401,33401,1300000,Retribucions bàsiques personal laboral,31849.08,-20000,11849.08,0
,,2401,33401,1300200,Altres retribucions personal laboral,4656,-4656,0,0
,,2401,33401,1600000,Seguretat Social,11280.12,0,11280.12,0
,,2401,92001,1300000,Retribucions bàsiques personal laboral,20319.46,-20000,319.46,0
,,2401,92001,1600000,Seguretat Social,7189.44,0,7189.44,0
,,2401,92003,1300000,Retribucions bàsiques personal laboral,21267.58,0,21267.58,0
,,2401,92003,1300200,Altres retribucions personal laboral,7949.4,0,7949.4,0
,,2401,92003,1600000,Seguretat Social,12062.64,0,12062.64,0
,,2401,92004,1200000,Retribució sou base funcionari A!,18784.6,0,18784.6,0
,,2401,92004,1210000,Complement Destí funcionaris,7433.64,0,7433.64,0
,,2401,92004,1210100,Complement específic funcionaris,17210.04,0,17210.04,0
,,2401,92004,1600000,Seguretat Social,9865.92,0,9865.92,0
,,2401,92013,1200000,Retribució sou base funcionari A1,123351.7,-123350,1.7,0
,,2401,92013,1200100,Retribució sou base funcionari A2,32424.12,-18000,14424.12,0
,,2401,92013,1200400,retribució sou base funcionari C2,11782.24,0,11782.24,0
,,2401,92013,1210000,Complement destí funcionaris,77406.96,-68000,9406.96,0
,,2401,92013,1210100,Complement específic funcionaris,167762.76,-167762,0.76,0
,,2401,92013,1600000,Seguretat Social,123169.48,0,123169.48,0
,,2401,92013,1200300,Retribucions sou base funcionari C1,49745.74,-49745,0.74,0
,,2401,92401,1300000,Retribucions bàsiques personal laboral,29588.34,-29588,0.34,0
,,2401,92401,1300200,Altres retribucions personal laboral,1567.68,0,1567.68,0
,,2401,92401,1600000,Seguretat Social,10289.16,0,10289.16,0
,,2410,92013,1200000,Retribució sou base funcionari A1,19946.2,-998.16,18948.04,16954.24
,,2410,92013,1200600,Triennis,3569.46,0,3569.46,3325.75
,,2410,92013,1210000,Complement Destí funcionaris,11093.76,-557.52,10536.24,9978.72
,,2410,92013,1210100,Complement específic funcionaris,28324.08,-1634.53,26689.55,25054.92
,,2410,92013,1300000,Retribucions bàsiques personal laboral,60482.54,0,60482.54,61053.2
,,2410,92013,1300200,Altres retribucions personal laboral,3455.04,0,3455.04,3455.04
,,2410,92013,1430000,Despeses per substitució,31990.14,0,31990.14,33058.77
,,2410,92013,1600000,Seguretat Social,46710.84,0,46710.84,47957.92
,,2410,92013,1200300,Retribucions sou base funcionari C1,11605.89,0,11605.89,11605.89
,,2420,92013,1200100,Retribució sou base funcionari A2,18081.78,0,18081.78,18081.78
,,2420,92013,1200600,Triennis,8766.96,0,8766.96,8230.62
,,2420,92013,1210000,Complement Destí funcionaris,34670.76,0,34670.76,30168.27
,,2420,92013,1210100,Complement específic funcionaris,83480.28,0,83480.28,71184.24
,,2420,92013,1510000,Gratificacions treballs extraordinaris,0,0,0,165.43
,,2420,92013,1600000,Seguretat Social,58389.54,0,58389.54,50632.48
,,2420,92013,1200300,Retribucions sou base funcionari C1,85035.44,0,85035.44,74913.98
,,2430,92013,1200600,Triennis,3270.69,0,3270.69,3179.11
,,2430,92013,1210000,Complement Destí funcionaris,6118.08,0,6118.08,5438.29
,,2430,92013,1210100,Complement específic funcionaris,17481.72,0,17481.72,15539.31
,,2430,92013,1300000,Retribucions bàsiques personal laboral,70401.26,0,70401.26,71082.28
,,2430,92013,1300200,Altres retribucions personal laboral,24436.92,0,24436.92,24436.92
,,2430,92013,1600000,Seguretat Social,34061.04,0,34061.04,32338.6
,,2430,92013,1620000,Formació Prevenció riscos laborals,10000,0,10000,9820
,,2430,92013,1200300,Retribucions sou base funcionari C1,14329.12,0,14329.12,17317.65
,,2430,92017,2269900,Altres despeses,1000,0,1000,1277.62
,,2430,92017,2270600,Estudis i treballs tècnics,6000,0,6000,1100
,,2430,92017,2279909,Contractes desenvolupament serveis,76463,-1379.4,75083.6,76094.93
,,2430,92017,6230100,"Maquinària, instal.lacions tècniques i utillatge",0,1379.4,1379.4,1379.4
,,2440,92013,1200000,Retribució sou base funcionari A1,17548.36,0,17548.36,18351.1
,,2440,92013,1200600,Triennis,5129.4,0,5129.4,4727.69
,,2440,92013,1210000,complement Destí funcionaris,13438.32,0,13438.32,10477.25
,,2440,92013,1210100,complement específic funcionaris,21781.08,0,21781.08,16595.89
,,2440,92013,1300000,retribucions bàsiques personal laboral,62052.66,0,62052.66,62588.6
,,2440,92013,1300200,Altres retribucions personal laboral,15708.36,0,15708.36,15708.36
,,2440,92013,1600000,Seguretat Social,40525.68,0,40525.68,36566.35
,,2440,92013,1200300,Retribucions sou base funcionari C1,23540.3,0,23540.3,21157.23
,,2500,92002,1200000,retribució sou base funcionari A1,40070.3,0,40070.3,54458.47
,,2500,92002,1200600,Triennis,8954.4,0,8954.4,10545.07
,,2500,92002,1210000,Complement Destí funcionaris,14867.28,0,14867.28,20566.4
,,2500,92002,1210100,Complement específic funcionaris,43588.56,0,43588.56,50587.7
,,2500,92002,1600000,Seguretat Social,31829.4,0,31829.4,41363.37
,,2500,92002,1310000,Retribucions personal laboral eventual,41307.47,0,41307.47,41567.57
,,2600,92008,1200600,Triennis,8879.04,0,8879.04,9102.47
,,2600,92008,1210000,Complement Destí funcionaris,17334.96,0,17334.96,16285.2
,,2600,92008,1210100,Complement específic funcionaris,33251.28,0,33251.28,31128.72
,,2600,92008,1210300,Altres complements funcionaris,4932.72,0,4932.72,3699.6
,,2600,92008,1300000,Retribucions bàsiques personal laboral,311252.53,0,311252.53,312448.16
,,2600,92008,1300200,Altres retribucions personal laboral,42677.88,0,42677.88,42162.43
,,2600,92008,1600000,Seguretat Social,147387.48,0,147387.48,149208.51
,,2600,92008,2130200,Mateniment maquinària,0,21000,21000,6100.05
,,2600,92008,2160100,Manteniment d'equips d'informàtica,240000,0,240000,268080.8
,,2600,92008,2200200,Manteniment llicències software,79000,-8100,70900,84238.83
,,2600,92008,2220000,Telèfons fixos,0,284000,284000,316618.14
,,2600,92008,2220005,Telèfons mòbils,0,130000,130000,80121.92
,,2600,92008,2270600,Estudis i treballs tècnics,79980,16068.8,96048.8,35071.25
,,2600,92008,2279916,Contractes manteniment de programes informàtics,28500,24000,52500,52054.87
,,2600,92008,6260100,Equips processos d'informació,0,32085.02,32085.02,31909.82
,,2600,92008,6410000,Despeses aplicacions informàtiques,0,248862.87,248862.87,189597.41
,,2600,92008,1200300,Retribucions sou base funcionari C1,50452.81,0,50452.81,46834.32
,,2600,92008,1430000,Despeses per substitucions,44803.36,0,44803.36,46404.33
,,2700,92004,1200400,Retribució sou base funcionari C2,10153.78,0,10153.78,10153.78
,,2700,92004,1200600,Triennis,7662.6,0,7662.6,7702.7
,,2700,92004,1210000,Complement Destí funcionaris,21296.64,0,21296.64,19669.93
,,2700,92004,1210100,Complement específic funcionaris,42237.24,0,42237.24,39335.1
,,2700,92004,1300000,Retribucions bàsiques personal laboral,33419.6,0,33419.6,33720.56
,,2700,92004,1300200,Altres retribucions personal laboral,17190.12,0,17190.12,17094.62
,,2700,92004,1600000,Seguretat Scoial,47161.8,0,47161.8,41556.65
,,2700,92004,2269900,Altres despeses,3948.16,0,3948.16,4237.46
,,2700,92004,2269980,Processos electorals,70000,-70000,0,0
,,2700,92004,2270600,Estudis i treballs tècnics,20850.5,-20000,850.5,0
,,2700,92004,1200300,Retribucions sou base funcionari C1,49545.36,0,49545.36,54672.66
,,2710,92007,1200400,Retribució sou base funcionari C2,20756.12,0,20756.12,20757.4
,,2710,92007,1200600,Triennis,2258.64,0,2258.64,2445.67
,,2710,92007,1210000,Complement Destí funcionaris,6241.68,0,6241.68,6233.01
,,2710,92007,1210100,complement específic funcionaris,15505.68,0,15505.68,15484.15
,,2710,92007,1300000,Retribucions bàsiques personal laboral,213730.52,0,213730.52,211846.33
,,2710,92007,1300100,Hores extraordinàries,0,0,0,732.06
,,2710,92007,1300200,altres retribucions personal laboral,3602.64,0,3602.64,3249.29
,,2710,92007,1600000,Seguretat Social,85915.2,0,85915.2,73395.41
,,2710,92007,2220100,Comunicacions postals,200000,-76000,124000,93239.3
,,2710,92007,2269900,Altres despeses,5000,0,5000,5660.02
,,2710,92007,2270600,Estudis i treballs tècnics,6800,0,6800,17289.05
,,2710,92007,1310000,Retribucions personal laboral eventual,20302.8,0,20302.8,20718.57
,,2710,92007,1430000,Despeses per substitucions,18117.62,0,18117.62,20236.43
,,2720,92501,1200400,Retribució sou base funcionari C2,10261.78,0,10261.78,9977.57
,,2720,92501,1200600,Triennis,19152.96,0,19152.96,18315.15
,,2720,92501,1210000,Complement Destí funcionaris,54901.56,0,54901.56,48834.33
,,2720,92501,1210100,Complement específic funcionaris,147039.96,0,147039.96,130611.55
,,2720,92501,1210300,Altres complements funcionaris,0,0,0,55.38
,,2720,92501,1300000,Retribucions bàsiques personal laboral,99107.74,0,99107.74,119820.85
,,2720,92501,1300200,Altres retribucions personal laboral,14861.76,0,14861.76,17267.44
,,2720,92501,1430000,Despeses per substitucions,0,0,0,5007.88
,,2720,92501,1600000,Seguretat Social,143574.53,0,143574.53,136492.19
,,2720,92501,2269900,Altres despeses,5367.75,0,5367.75,5173.19
,,2720,92501,1200300,Retribucions sou base funcionari C1,173112.92,0,173112.92,161917.98
,,2730,92010,2130200,Manteniment maquinària,21000,-21000,0,0
,,2730,92010,2220000,Telèfons fixes,200000,-200000,0,0
,,2730,92010,2220005,Telèfons mòbils,130000,-130000,0,0
,,2730,92010,2260200,Publicitat i propaganda,722,0,722,692.12
,,2800,92009,1200000,Retribució sou base funcionari A1,58680.49,0,58680.49,59089.66
,,2800,92009,1200600,Triennis,20178.41,0,20178.41,21551.89
,,2800,92009,1210000,Complement Destí funcionaris,38018.76,0,38018.76,37367.12
,,2800,92009,1210100,Complement específic funcionaris,86601.36,0,86601.36,85358.58
,,2800,92009,1300000,Retribucions bàsiques personal laboral,36689.28,0,36689.28,37033.73
,,2800,92009,1300200,Altres retribucions personal laboral,10874.16,0,10874.16,10874.16
,,2800,92009,1600000,Seguretat Social,72900.72,0,72900.72,72377.18
,,2800,92009,1610400,Indemnització al personal lab. per jubilacions anticipades.,0,0,0,0
,,2800,92009,1200300,Retribucions sou base funcionari C1,48163.84,0,48163.84,50079.44
,,2800,92011,2260300,Anuncis oficials,20000,-5000,15000,14104.07
,,2900,15201,2020100,Lloguers,22100.62,56127.71,78228.33,78228.13
,,2900,23105,2020100,Lloguers,12424.07,0,12424.07,11888.52
,,2900,23105,6220000,Adquisició locals CIBA,546208.54,-13530.03,532678.51,532678.51
,,2900,33301,2020100,Lloguers (local Dr. Ferran - Cultura),12533.68,0,12533.68,12871.3
,,2900,33406,2020100,Lloguers,24617.67,0,24617.67,16818.48
,,2900,92005,1200000,Retribució sou base funcionari A1,37306.34,0,37306.34,37306.34
,,2900,92005,1200100,Retribució sou base funcionari A2,16521.21,0,16521.21,16521.21
,,2900,92005,1200600,Triennis,11431.95,0,11431.95,12395.42
,,2900,92005,1210000,Complement Destí funcionaris,28067.4,0,28067.4,28067.4
,,2900,92005,1210100,Complement específic funcionaris,61040.52,0,61040.52,61040.52
,,2900,92005,1210300,Altres complements funcionaris,6075.84,0,6075.84,6075.84
,,2900,92005,1300000,Retribucions bàsiques personal laboral,24655.84,0,24655.84,24832.68
,,2900,92005,1300200,Altres retribucions personal laboral,2327.76,0,2327.76,2327.76
,,2900,92005,1600000,Seguretat Social,55627.56,0,55627.56,56585.13
,,2900,92005,2060000,Lloguer equips informàtics,15000,0,15000,15940.82
,,2900,92005,2130100,Manteniment instal·lacions,72000,0,72000,76624.45
,,2900,92005,2200000,Material d'oficina,90000,0,90000,68400.52
,,2900,92005,2210300,Combustibles,67000,0,67000,63510.82
,,2900,92005,2210400,Vestuari,97000,32000,129000,100925.74
,,2900,92005,2211000,Material neteja,40000,0,40000,27197.28
,,2900,92005,2269900,Altres despeses diverses,1000,0,1000,649.61
,,2900,92005,2270600,Estudis i treballs tècnics,10000,-1912.73,8087.27,13507.25
,,2900,92005,6210000,Terrenys i béns naturals,0,145379.11,145379.11,145379.11
,,2900,92005,6220000,Edificis i altres construccions,0,7541.38,7541.38,7541.38
,,2900,92005,6250100,Mobiliari,20570,19055.94,39625.94,17166.79
,,2900,92005,6260000,Equips procesos informació,0,13915,13915,12529.55
