#,Àlies,Org.,Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
,,2600,45054,Generalitat Catalunya.Implantació Adm.electrònica,0,144355.73,144355.73,0
,,2700,42090,Altres transf.corrents de l'Admo.General de l'Estat,0,0,0,1164.36
,,2700,42095,Processos electorals PARTIDA INCORRECTE,0,0,0,0
,,2900,39902,Gestió Recapt. Lloguer pisos Cr Pons i Pons i Av Sanatori,1647.87,0,1647.87,2146.21
,,2900,39915,"Execució de fiances,",1770,0,1770,0
,,2900,39924,"Indemnitzacions patrimonials,",34500,0,34500,127604.86
,,2900,51802,Interessos préstecs pisos  Pons i Pons-Sardana,3247.57,0,3247.57,3400.15
,,2900,51803,Interessos Prèstecs Pisos Av Sanatori,4150,0,4150,4328.19
,,2900,54100,Lloguers,121823.04,0,121823.04,113849.97
,,2900,54102,Lloguer de pisos av Sanatori,23246.08,0,23246.08,28946.17
,,2900,54103,Lloguers dels pisos del cr Pons i Pons -Sardana,6280,0,6280,11829.78
,,2900,55002,"Concessions Administratives,,",0,0,0,0
,,2900,61900,Venda pisos Av. Sanatori,0,0,0,4804.84
,,2900,61901,Venda pisos Pons i Pons-Sardana,0,0,0,5600.57
,,2900,39925,Indemnitzacions patrimonials IME,22600,0,22600,0
,,3100,32600,Arrossegament de vehicles,1000000,0,1000000,815043.2
,,3100,32907,Circulacions Especials,4140,0,4140,6619.2
,,3100,36000,Venda d'efectes inútils,11400,0,11400,8373.14
,,3100,39120,Multes per infraccions de l'ordenança de circulació,800000,33935.81,833935.81,1367286.1
,,3100,39190,Altres multes i sancions,19400,0,19400,0
,,3224,39905,"Energia fotovoltaica Biblioteca Central,",0,0,0,0
,,3224,75008,Subvencions Generalitat de Catalunya,0,0,0,0
,,3230,36000,"Venda d'efectes inutils,",0,0,0,1187.7
,,3410,45005,Depart. Benestar i Família Generalitat. Pla per la convivènc,0,0,0,0
,,3422,45003,Depart. Benestar i família. Generalitat. Programa EAIA,0,0,0,0
,,3423,45019,Generalitat de Catalunya. Polítiques de dones,0,0,0,0
,,3428,45013,Depart. Benestar i Família. Generalitat conveni SAD,0,0,0,0
,,4000,32501,"Expedició de documents,,",40000,0,40000,9538.33
,,4000,42090,Altres transf corrents de l'admó. gral. de l'Estat,0,0,0,66200
,,4000,45002,"Tran Ctes en compliment conv serv soc i polit d'igual,",56775,-56775,0,127725.96
,,4000,46100,"Subvencions Diputació de Barcelona,",0,0,0,715
,,4000,46139,Diputació Barcelona.Conveni immigrants.CITE,18000,0,18000,20076.24
,,4000,46180,Diputació Barcelona.Serveis de mediació ciutadana,50000,59500,109500,73500
,,5000,39901,"Despeses de publicitat: Anuncis Licitacions,,,",600,0,600,0
,,5000,39911,Altres ingressos Consorci de Normalització lingüística,0,0,0,41628
,,5000,46700,Consorci de Normalització Lingüística. Líquidació aportació.,0,18297.35,18297.35,18297.35
,,5022,45002,"Tran Ctes en compliment conv serv soc i polit d'igual,,",0,0,0,66762.55
,,5022,45060,"Altres trans.ctes.en compli.de conv.subscrit amb C.Autonoma,",66762.55,0,66762.55,66762.55
,,5022,46300,Mancomunitat. Transport de disminuïts,210000,31100,241100,59000
,,5023,34111,Ingressos menjador social,20000,0,20000,0
,,5023,45002,Trans.ctes.en compliment de conv.serv.soc.i política d'igual,0,46200,46200,167680.67
,,5023,46199,Diputació Barcelona. Subvencions,0,0,0,0
,,5023,48001,Subvenció secció sindical CCOO. Aliments Solidaris,0,1000,1000,1000
,,5024,34100,Ingressos serveis de teleassistència,41300,0,41300,66913.62
,,5024,39908,Despeses devolucio rebuts tornats,0,0,0,110.36
,,5024,45002,Trans ctes en compliment conveni serv social i pol igualtat,1374789.02,0,1374789.02,2408525.46
,,5024,46132,Diputació de Barcelona. Servei atenció domiciliària,120000,0,120000,68769.04
,,5110,75099,Generalitat de Catalunya,0,0,0,0
,,5120,46121,Diputació Barcelona.Pla sensibilització per la solidaritat,0,9648.49,9648.49,8351.51
,,5120,48002,Subvenció Institut Ramon Berenguer IV,0,1080,1080,1080
,,5140,39700,Cànon per aprofitaments urbanístics,0,0,0,0
,,5140,55004,"Concessions administratives,",0,0,0,0
,,5140,75001,Subvenció Generalitat de Catalunya.,0,0,0,0
,,5140,75005,Generalitat. PUOSC,0,0,0,0
,,5140,75010,"Generalitat Catalunya. Remodelació Mercat Fondo,",0,0,0,0
,,5140,75016,"Generalitat de Catalunya. Escola Bressol """"Oliveres""""",0,0,0,0
,,5140,75018,Generalitat de Catalunya. Escola bressol Fondo,0,0,0,0
,,5140,75022,Generalitat de Catalunya. CEIP. Sant Just,0,0,0,0
,,5140,76104,Diputacio de Barcelona. Nou camp de futbol Oliveres,0,0,0,84750.5
,,5140,76116,Diputació de Barcelona. Oficina de la Dependència,0,0,0,0
,,5140,76301,"Mancomunitat de Municipis. Operacions Vertebradores,",0,0,0,0
,,5140,76302,"Mancomunitat de Municipis CAME,",0,0,0,0
,,5140,76303,"Mancomunitat de Municipis (CAME),",0,0,0,0
,,5140,79103,Fons Europeus Desenvolupament Regional (FEDER),0,0,0,0
,,5200,45050,Generalitat de Catalunya. AODL,0,27045.55,27045.55,27045.55
,,5202,46108,Subvencions Diputació de Barcelona. Conveni Salut Pública,10000,5044,15044,20000
,,5203,34101,Serveis Assistencials,0,0,0,4309.38
,,5203,45060,"Altres trans.ctes.en compli.de conv.subscrit amb C.Autonom,,",187000,0,187000,96999.96
,,5203,46108,Promoció de la Salut,4500,4907,9407,9875
,,5205,32910,Serveis Especials de Vigilancia,0,0,0,0
,,5205,39190,"Altres Multes i sancions,",0,0,0,5201
,,5205,46108,Projectes de Seguretat alimentària,7500,14051,21551,15000
,,5209,42090,Altres transf.corrents de la Admon.General de l'Estat,27427.5,5458.5,32886,32886
,,5209,45002,"Tran Ctes en compliment conv serv soc i polit d'igual,,,",0,0,0,98977.4
,,5209,45060,"Altres trans.ctes.en compli.de conv.subscrit amb C.Autono,,,",79000,0,79000,98977.4
,,5209,46145,Diputació Barcelona. Drogodepèndencia medi obert,20000,0,20000,5175
,,5210,46199,"Diputació de Barcelona. Subvencions,,,",0,4200,4200,0
,,5210,47002,CACAOLAT  Esponsorització activitats culturals,0,4132.23,4132.23,4132.23
,,5210,48003,Subvenció Fira d'entitats Festa Major,0,4000,4000,4000
,,5222,46603,"Entitat Metropolitana Medi Ambient. Recollida Selectiva,",0,0,0,0
,,5222,76601,"Entitat Metropolitana Serveis Hidràulics,",0,0,0,0
,,5310,76303,"Mancomunitat de Municipis (CAME),,",0,0,0,0
,,5311,42090,Org. aut. instituto de la mujer. Programa Clara,0,0,0,0
,,5311,45002,"Tran Ctes en compliment conv serv soc i polit d'igual,,,,",46000,0,46000,92000
,,5311,46101,Diputació de Barcelona. Conveni PADI,15000,0,15000,9000
,,5312,46100,Subvencions Diputació Barcelona. Activitats sensibilització,0,0,0,500
,,5312,46106,Diputació de Barcelona. Polítiques d'igualtat,9000,0,9000,16150.49
,,5320,42090,Altres transferències corrents de l'admo. general de l'estat,0,0,0,1666.94
,,5320,42098,Mº Sanidad. Servei de Voluntariat Europeu,0,1844.4,1844.4,0
,,5320,46121,Diputació Barcelona.Pla sensibilització per la solidaritat,0,0,0,9648.49
,,5410,33902,Festa Major d'estiu ocupació via pública,0,0,0,24000
,,5410,39915,"Execució de fiances,,",0,0,0,0
,,5410,45080,"Altres subv.corrents de la Adm.General Generalitat Catalun,,",0,0,0,17287.9
,,5410,46107,"DIBA. Suport a la programació de cinema, música, fires ,",0,0,0,28000
,,5410,47008,Aportació Bars Plaça de la Vila. Festa Major d'estiu,0,0,0,0
,,5411,34403,Utilització teatre Josep Maria Sagarra,25000,57672.8,82672.8,83665.05
,,5411,45080,"Altres subv.corrents de la Adm.General Generalitat Catalu,,,",0,7676,7676,16814.12
,,5411,46107,Subvencions Diputació de Barcelona. Programació cultural,23500,11872.06,35372.06,14896.88
,,5412,34401,Utilització auditori Can Roig i Torres,1500,3174.93,4674.93,5519.51
,,5412,34403,Utilització Teatre Josep Maria Segarra,0,0,0,158
,,5412,45080,"Altres subv.corrents de la Adm.General Generalitat Catal,,,,",0,0,0,3678.28
,,5412,46107,"Diputació. Suport a la programació de cinema, música, fires",0,2390.3,2390.3,6169.1
,,5413,34402,Utilització C. Cultural Can Sisteré,0,0,0,126.5
,,5413,45080,"Altres subv.corrents de la Adm.General Generalitat Cata,,,,,",0,0,0,1880.7
,,5413,46107,"DIBA. Suport a la programació de cinema, música, fires ,,",0,0,0,2000
,,5414,34414,Ingressos museu Torre Balldovina,2062,0,2062,57.38
,,5414,34900,"Altres Preus públics,",0,0,0,0
,,5414,45030,"Trans ctes cumpl conv els seus amb C.A en mat d'edució,,",0,9000,9000,9000
,,5414,45080,"Altres subv.corrents de la Adm.General Generalitat Cat,,,,,,",0,0,0,0
,,5414,46113,DIBA. Itineraris pel patrimoni de Santa Coloma,0,0,0,11000
,,5414,46144,Diputació Barcelona. Difusió patrimoni cultural,5500,4600,10100,0
,,5415,46107,"DIBA. Suport a la programació de cinema, música, fires ,,,",0,0,0,3800
,,5417,45080,"Altres subv.corrents de la Adm.General Generalitat Ca,,,,,,,",0,8500,8500,8500
,,5417,46111,Programa d'infromació i dinamització juvenil als centres d'e,3500,0,3500,7600
,,5417,46112,Diputació de Barcelona. Conveni joventut,17600,0,17600,11789
,,5418,45030,"Trans ctes cumpl conv els seus amb C.A en mat d'edució,,,",0,0,0,0
,,5500,45002,Trans ctes en compliment conveni serv social i pol igualtat,1217830.04,97017.94,1314847.98,2443193.2
,,5500,45080,"Altres subv.corrents de la Adm.General Generalitat C,,,,,,,,",0,0,0,0
,,5500,46146,"Diputació de Barcelona. Infància i família, medi obert",22000,0,22000,44372.8
,,5500,46147,Diputació de Barcelona. Conveni atenció primària,100000,0,100000,151350.2
,,5500,46199,"Diputació de Barcelona. Subvencions,,,,",0,10000,10000,0
,,5500,46500,Consell comarcal del Barcelonès. Casals d'estiu 2012,0,2417.26,2417.26,2417.26
,,5514,45002,Trans.cte.en compliment de conv.serv.soc i polít.d'igual,0,56775,56775,82159
,,5514,45050,Generalitat Catalunya. Convenis ocupació i desenv local SOC,72390,0,72390,80697.52
,,6000,32501,Exposició de documents Reagrupament familiar,0,0,0,0
,,6110,45030,"Trans.cte.cumpl.conv.subscrit amb C.A.en matèria d'educació,",25500,0,25500,22200
,,6120,34900,"Altres Preus públics,,",0,0,0,0
,,6120,45030,"Trans ctes cumpl conv els seus amb C.A en mat d'edució,,,,",0,65338.01,65338.01,0
,,6120,46114,Diputació de Barcelona. Activitats educatives complementàrie,40000,0,40000,-202
,,6120,46133,Diputació de Barcelona. Suport finançament escoles bressol,0,0,0,37540.09
,,6120,46139,Diputació de Barcelona. Polítiques d'igualtat i ciutadania,0,0,0,11148
,,6120,46155,DIBA. Coneguem els nostres parcs,0,985.32,985.32,985.32
,,6130,45030,"Trans.cte.cumpl.conv.subscrit amb C.A.en matèria d'educaci,,",502250,0,502250,585480
,,6130,46100,"Subvencions Diputació de Barcelona,,",0,0,0,4835.82
,,6130,46152,Diputació de Barcelona. Suficiència alimentària 0-3,0,10941,10941,5470.5
,,6210,46100,Diputació BCN. Dinamització processos,0,3865.81,3865.81,0
,,6212,55002,"Concessions Administratives,,,",0,0,0,3164.54
,,7000,39901,"Despeses de publicitat: Anuncis Licitacions,,,,",8000,0,8000,0
,,7000,75080,"Altres transferències de capital de l'Admó. Gral. de la CA,,",0,260903.99,260903.99,0
,,7000,75099,Subvencions Generalitat de Catalunya,0,154975.42,154975.42,0
,,7110,46100,"Subvencions Diputació de Barcelona,,,",0,0,0,5986.96
,,7120,39190,"Altres Multes i sancions,,",0,0,0,57343.11
,,7120,39904,"Desperfectes i obres execuc. subsidiària,",0,0,0,0
,,7120,46100,"Subvencions Diputació de Barcelona,,,,",0,0,0,4995.97
,,7120,46108,Diputació de Barcelona. Conveni Salut Pública,4050,6026,10076,10076
,,7120,46129,Diputació Barcelona. Activitats en matèria de consum,0,0,0,0
,,7140,46100,Subvencions Diputació Barcelona. Ecometròpoli,0,1800,1800,1800
,,7140,46703,Consorci del parc Serralada de Marina. Conveni  manteniment,65000,0,65000,0
,,7140,55002,"Concessions Administratives,,,,",4000,0,4000,0
,,7140,76302,"Mancomunitat de Municipis CAME,,",0,0,0,0
,,7150,39905,"Energia fotovoltaica Biblioteca Central,,",39000,0,39000,46619.21
,,7150,46400,Subvencions Àrea Metropolitana de Barcelona,0,0,0,16493.61
,,7150,55003,Retorn cànon deposició de residus,4000,0,4000,0
,,7150,75080,"Altres transferències de capital de l'Admó. Gral. de la C,,,",0,0,0,0
,,7150,76199,DIBA. Adquisició de sonòmetres,0,4000,4000,4000
,,7200,39190,"Altres Multes i sancions,,,",0,0,0,41341.4
,,7200,45050,"Generalitat de Catalunya. Convenis ocupació i desenv loca,,,",0,27045.55,27045.55,27045.55
,,7200,46100,"Subvencions Diputació de Barcelona,,,,,",0,16500,16500,29993.22
,,7200,46199,Diputació Barcelona. Avaluació del multiplicador local 3,0,10638,10638,0
,,7210,46129,Diputació de Barcelona.Activitats en matèria de consum,1400,0,1400,0
,,7300,39701,Aprofitament Urbanístic,0,0,0,0
,,7300,45029,Generalitat de Catalunya. Conveni Col. Oficina Habitatge,0,23024,23024,23024
,,7300,45060,"Altres trans.ctes.en compli.de conv.subscrit amb C.Auton,,,,",0,119448.5,119448.5,119448.5
,,7300,46100,Diputació. Conveni Col·laboració intermediació,0,10000,10000,0
,,7300,76301,"Mancomunitat de Municipis. Operacions Vertebradores,,",1287758.08,0,1287758.08,0
,,7300,76400,Subvencions Àrea Metropolitana de Barcelona.,0,1815771.04,1815771.04,0
,,7400,46199,"Diputació de Barcelona. Subvencions,,,,,",0,0,0,0
,,7400,55002,"Concessions Administratives,,,,,",0,1840000,1840000,0
,,7400,55004,"Concessions administratives,,",0,0,0,0
,,7400,75010,"Generalitat Catalunya. Remodelació Mercat Fondo,,",0,0,0,0
,,7400,75016,"Generalitat de Catalunya. Escola Bressol """"Oliveres""""",0,231734.96,231734.96,0
,,7400,75018,Generalitat de Catalunya: Escola Bressol Fondo,0,285665.63,285665.63,0
,,7400,75030,Trans capit en cumpl conv amb CA en mat d'educa,0,0,0,0
,,7400,75080,"Altres transferències de capital de l'Admó. Gral. de la ,,,,",0,287237.17,287237.17,0
,,7400,75081,Subvencions Generalitat de Catalunya,0,1600000,1600000,0
,,7400,76103,"Diputació de Barcelona. Enllumenat públic,",0,0,0,0
,,7400,76105,Diputació de Barcelona. Actuació biblioteques,0,1021209.11,1021209.11,1021209.11
,,7400,76109,Diputació de Barcelona. Remodelació Camp futbol Oliveres,0,126512.24,126512.24,126512.24
,,7400,76115,Diputació de Barcelona. Reparacions Biblioteca C.Peixauet,0,0,0,0
,,7400,76118,Diputació de Barcelona. Pla de concertació 2008-2011,0,1222344.8,1222344.8,383091.65
,,7400,76199,Subvencions Diputació de Barcelona,0,29621.85,29621.85,0
,,7400,76301,"Mancomunitat de Municipis. Operacions Vertebradores,,,",0,52567.04,52567.04,0
,,7400,76302,"Mancomunitat de Municipis CAME,,,",0,238626.35,238626.35,0
,,7400,76303,"Mancomunitat de Municipis (CAME),,,",0,909176.18,909176.18,1299253.88
,,7400,79103,Fons Europeus Desenvolupament Regional (FEDER),0,19545.62,19545.62,0
,,7400,91301,"Préstecs rebuts mig i llarg termini fora sector públic,,",0,0,0,0
,,7400,91303,"Préstecs entitat financera Caixa Est. Catalunya,,",0,0,0,0
,,7500,32509,Taxa despeses gestió canvi titularitat concessió aparcament,0,0,0,0
,,7500,39710,Altres Ingressos per aprofitaments urbanístics,0,0,0,0
,,7500,46199,"Diputació de Barcelona. Subvencions,,,,,,",0,0,0,648.08
,,7500,55002,"Concessions Administratives,,,,,,",0,0,0,3286562.74
,,7500,55004,"Concessions administratives,,,",0,1266629.78,1266629.78,0
,,7500,76101,Diputació de Barcelona Xarxa de Governs Locals 2012-2015,0,3127770,3127770,104933.34
,,7500,76103,"Diputació de Barcelona. Enllumenat públic,,",0,0,0,0
,,7500,76119,Diputació. Servei d'Esports.,0,500000,500000,500000
,,7500,76199,Subvencions Diputació de Barcelona,0,8000,8000,4000
,,7500,76302,Àrea Metropolitana de Barcelona CAME,0,219996.86,219996.86,628254.59
,,7500,76400,Subvencions Àrea Metropolitana de Barcelona.,0,4558771.2,4558771.2,97545.26
,,7600,47005,Subvencions d'entitats privades,0,0,0,0
,,7600,47010,Funerària Sta. Coloma SA Campanya de Sensibilització,0,25800,25800,25800
,,7600,55002,"Concessions Administratives,,,,,,,",0,0,0,26542.34
,,7610,46149,Diputació Barcelona - Xarxa de Governs Locals 2012-15,0,400000,400000,400000
,,7620,34901,Escombraries Industrials,1243000,0,1243000,1212224.5
,,7620,45101,Agència de Residus de Catalunya. FORM,0,0,0,0
,,7620,46199,"Diputació de Barcelona. Subvencions,,,,,,,",0,0,0,0
,,7620,46603,"Entitat Metropolitana Medi Ambient. Recollida Selectiva,,",0,48250.72,48250.72,135033.98
,,7620,75101,Agència de Residus de Catalunya. FORM,0,23701,23701,0
,,7620,76120,DIBA Contenedors per a la recollida selectiva,0,400000,400000,0
,,7620,76199,Subvencions Diputació de Barcelona,0,5000,5000,4946.6
,,7620,76601,"Entitat Metropolitana Serveis Hidràulics,,",0,0,0,51270.7
,,7650,36001,Venda de paper i cartró,122000,0,122000,94656.62
,,7650,46603,Entitat Metropolitana Medi Ambient. Recollida selectiva,290367.21,0,290367.21,154443.99
,,7660,32902,Mercats,485000,0,485000,461443.83
,,7660,55002,"Concessions Administratives,,,,,,,,",0,0,0,18442.53
,,7660,55006,Lloguer parades mercats,0,0,0,10033.65
,,7670,55001,Concessió Administrativa. Cementiri municipal,35700,0,35700,17054.48
,,7700,32502,Llicències d'Obertura sobre Activitats Econòmiques,200000,0,200000,259999.52
,,7700,32503,Llicències d'obres sobre la propietat immobiliària,200000,0,200000,118659.17
,,7700,33103,Plaques de guals,1200,0,1200,719.52
,,7700,33903,"Ocupació de la via pública,,",0,0,0,0
,,7700,39190,"Altres Multes i sancions ,",0,0,0,47214.99
,,7700,39904,"Desperfectes i obres execuc. subsidiària,,",50000,0,50000,22171.81
,,7700,39907,Instal.lacions de radiocomunicació,32000,0,32000,0
,,7700,46199,"Diputació de Barcelona. Subvencions,,,,,,,,",0,4000,4000,3610.4
,,7800,39904,"Desperfectes i obres execuc. subsidiària,,,",12000,0,12000,341.12
,,7800,39906,Conexió Clavegueram,6000,0,6000,298.12
,,7810,76103,"Diputació de Barcelona. Enllumenat públic,,,",0,0,0,0
,,7810,76111,Diputació de Barcelona. Millora de carrers.,0,3101.82,3101.82,0
,,7810,76199,Subvencions Diputació de Barcelona,0,145495.56,145495.56,24034.64
,,7820,76199,Subvencions Diputació de Barcelona,0,70000,70000,0
,,7830,75080,"Altres transferències de capital de l'Admó. Gral. de la,,,,,",0,0,0,4134.8
,,7830,76103,"Diputació de Barcelona. Enllumenat públic,,,,",0,200000,200000,0
,,7830,76199,Subvencions Diputació de Barcelona,0,165775.5,165775.5,40997.68
,,7850,76106,Diputació de Barcelona gestió telemàtica del reg,0,197109.47,197109.47,197102.14
,,7850,76199,Subvencions Diputació de Barcelona,0,161186.16,161186.16,166425.19
,,7910,39908,Recuperació consums d'edificis Municipals,0,0,0,6532.53
,,8110,39904,"Desperfectes i obres execuc. subsidiària,,,,",0,0,0,9626.84
,,8110,39912,Costos Processals,0,0,0,6601.9
,,8110,39924,"Indemnitzacions patrimonials,,",30000,0,30000,11372.41
#TOT.,,,,,89465754.35,47465041.82,136930796.17,110604801.15
